,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.55,0.73,0.39,0.55,0.19,0.79,0.11
java-gnome.csv,0.43,0.35,0.16,0.3,0.84,0.31,0.1
mb-unit.csv,0.97,0.79,0.61,0.3,0.68,0.82,0.1
mecat.csv,0.52,0.15,0.11,0.33,0.1,0.47,0.5
rodin-b-sharp.csv,0.72,0.4,0.79,0.23,0.87,0.53,0.04
unicase.csv,0.93,0.88,0.58,0.37,0.84,0.8,0.1
wpdev.csv,1.0,0.92,0.53,0.25,0.86,0.84,0.1
