,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.43,0.54,0.39,0.73,0.13,0.65,0.63
java-gnome.csv,0.31,0.25,0.16,0.55,0.77,0.23,0.37
mb-unit.csv,0.8,0.66,0.73,0.55,0.58,0.53,0.36
mecat.csv,0.41,0.1,0.09,0.34,0.06,0.37,0.98
rodin-b-sharp.csv,0.0,0.3,0.83,0.5,0.78,0.43,0.29
unicase.csv,0.9,0.3,0.61,0.72,0.39,0.73,0.36
wpdev.csv,0.99,0.05,0.0,0.28,0.0,0.05,0.3
