,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.62,0.0,0.5,0.15,0.62,1.0
google-web-toolkit.csv,0.5,0.09,0.79,0.11,0.99,0.2
open-data-kit.csv,0.57,0.08,1.0,0.11,0.61,0.12
qtractor.csv,1.0,0.09,0.71,0.18,0.59,0.14
quarkplayer.csv,1.0,1.0,0.67,0.05,0.67,0.0
zoolib.csv,1.0,0.0,0.56,0.96,0.82,0.0
