,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,1.0,168.0,1.0,6.0,1.0,0.0
google-web-toolkit.csv,0.0,11.0,0.0,14.0,0.0,2.0
open-data-kit.csv,1.0,11.0,0.0,15.0,1.0,2.0
qtractor.csv,0.0,2.0,1.0,7.0,0.0,5.0
quarkplayer.csv,0.0,0.0,2.0,25.0,0.0,67.0
zoolib.csv,0.0,168.0,2.0,0.0,0.0,67.0
