,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.47,0.28,0.83,0.42,0.47,0.0,0.15,0.54,0.73,0.6,0.14,0.39,0.23
emono.csv,0.42,0.2,0.62,0.2,0.55,0.55,0.57,0.13,0.44,0.0,0.59,0.55,0.68
freedom-erp.csv,0.14,0.48,0.7,0.2,0.0,0.0,0.05,0.71,0.0,0.31,0.43,0.2,0.19
haggle.csv,0.29,0.51,0.0,0.3,0.62,0.3,0.31,0.0,0.24,0.41,0.29,0.12,0.15
jbpm.csv,0.14,0.79,0.0,0.11,0.18,0.0,0.02,0.25,0.0,0.11,0.0,0.04,0.0
jgossipforum.csv,0.44,0.22,0.0,0.58,0.43,0.35,0.17,0.04,0.99,0.41,0.75,0.48,0.35
joustsim.csv,0.34,0.76,0.37,0.38,0.61,0.12,0.46,0.18,0.94,0.9,0.72,0.35,0.56
log4net.csv,0.57,0.29,0.98,0.2,0.09,0.58,0.14,0.29,0.0,0.73,0.53,0.12,0.36
madman.csv,0.49,0.33,0.0,0.15,0.4,0.16,0.28,0.05,0.58,0.21,0.95,0.41,0.28
mediate.csv,0.29,0.64,0.64,0.42,0.43,0.67,0.27,0.21,0.73,0.56,0.29,0.49,0.26
pustefix.csv,0.0,0.54,0.37,0.71,0.21,0.04,0.59,0.1,0.0,0.0,0.48,0.48,0.34
synecdoche.csv,0.42,0.58,0.64,0.55,0.21,0.58,0.54,0.55,0.58,0.55,0.36,0.67,0.09
tmva.csv,0.48,0.09,0.54,0.44,0.54,0.0,0.74,0.0,0.5,0.0,0.75,0.42,0.54
