,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.49,0.6,0.85,0.53,0.49,0.45,0.59,0.57
etics.csv,0.36,0.54,0.86,0.49,0.39,0.67,0.59,0.51
genecys.csv,0.91,0.9,0.85,0.89,0.42,0.88,0.76,0.96
kftpgrabber.csv,0.92,0.58,0.9,0.75,0.65,0.82,0.52,0.33
kvs.csv,0.6,0.91,0.34,0.76,0.99,0.65,0.66,0.84
mcore3d.csv,0.77,0.51,0.73,0.65,0.9,0.86,0.66,0.54
ogrehg.csv,0.53,0.63,0.86,0.42,0.39,0.56,0.44,0.5
projecteqemu.csv,0.53,0.62,0.9,0.55,0.56,0.69,0.38,0.43
