,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.77,0.69,0.3,0.58,0.79,0.7,0.86,0.77
etics.csv,0.69,0.68,0.15,0.58,0.81,0.35,0.86,0.9
genecys.csv,0.77,0.92,0.8,0.85,0.74,0.87,0.5,0.73
kftpgrabber.csv,0.08,0.49,0.1,0.26,0.39,0.19,0.58,0.8
kvs.csv,0.46,0.09,0.7,0.3,0.02,0.42,0.39,0.17
mcore3d.csv,0.23,0.69,0.75,0.37,0.89,0.14,0.56,0.53
ogrehg.csv,0.54,0.68,0.2,0.66,0.79,0.49,0.81,0.7
projecteqemu.csv,0.69,0.41,0.1,0.5,0.55,0.32,0.75,0.63
