,recall,precision,pf,wins
badtrinitycore.csv,0.21,0.48,0.13,7
beast-mcmc.csv,0.56,0.62,0.38,14
bscwweasel.csv,0.07,0.5,0.02,9
codeblocks.csv,0.72,0.48,0.52,5
gamestone.csv,0.15,0.65,0.09,16
iaml.csv,0.75,0.57,0.56,12
jbasic.csv,0.26,0.62,0.13,15
modplug.csv,0.81,0.45,0.81,1
pdfedit.csv,0.44,0.52,0.28,10
redshell.csv,1.0,0.49,0.98,2
sabbu.csv,0.56,0.56,0.43,11
silvertree.csv,0.38,0.6,0.38,13
t-2.csv,0.37,0.42,0.46,0
xinity.csv,0.53,0.48,0.38,6
xreal.csv,0.02,0.5,0.02,8
zabbix.csv,0.91,0.53,0.85,3
zengine.csv,0.93,0.53,0.84,4
