,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.81,0.77,0.83,0.77,0.91,0.87,0.0,0.85,1.0,0.9,0.82,0.66,0.86,0.6,1.0,0.96,0.76
beast-mcmc.csv,0.56,0.77,0.0,0.77,0.58,0.62,0.64,0.57,0.66,0.65,0.71,0.64,0.59,0.4,0.66,0.6,0.63
bscwweasel.csv,0.93,1.0,0.92,0.0,1.0,0.91,0.87,0.96,0.98,0.88,0.93,1.0,0.94,1.0,1.0,0.97,0.91
codeblocks.csv,0.52,0.72,0.65,0.69,0.87,0.0,0.64,0.89,0.59,0.77,0.82,0.87,0.58,0.76,0.96,0.84,0.87
gamestone.csv,0.76,0.0,0.85,0.9,0.88,0.75,0.88,0.96,0.9,0.92,0.86,0.73,0.83,1.0,0.94,0.68,0.9
iaml.csv,0.56,0.47,0.69,0.56,0.6,0.55,0.62,0.66,0.49,0.62,0.03,0.62,0.6,0.82,0.7,0.79,0.92
jbasic.csv,0.62,0.76,0.48,0.81,0.75,0.87,0.92,0.78,0.74,0.09,0.67,0.95,0.7,0.38,0.92,0.76,0.54
modplug.csv,0.75,0.78,0.79,0.69,0.95,0.62,0.96,0.72,0.92,0.89,0.87,0.78,0.81,1.01,0.99,0.0,0.9
pdfedit.csv,0.5,0.76,0.74,0.81,0.0,0.6,0.65,0.64,0.78,0.88,0.78,0.59,0.84,0.54,0.69,0.55,0.74
redshell.csv,1.0,0.92,0.95,0.86,1.0,1.0,1.0,0.0,1.0,1.0,0.96,0.97,0.92,0.98,1.0,1.0,0.96
sabbu.csv,0.02,0.93,0.52,0.6,0.57,0.59,0.42,0.5,0.63,0.58,0.79,0.49,0.88,0.4,0.91,0.7,0.64
silvertree.csv,0.9,0.68,0.71,0.8,0.7,0.73,0.86,0.6,0.74,0.53,0.82,0.0,0.82,0.84,0.59,0.87,0.71
t-2.csv,0.91,0.99,0.78,1.03,0.81,0.78,0.62,0.74,1.13,0.94,0.66,0.7,0.0,0.61,0.9,0.72,0.95
xinity.csv,0.51,0.76,0.69,0.59,0.61,0.78,0.71,0.61,0.92,0.85,0.61,0.77,0.67,0.35,0.88,0.94,0.0
xreal.csv,0.98,0.88,0.97,1.0,1.0,1.0,1.0,0.97,0.95,0.8,0.99,0.96,0.99,0.0,0.98,1.02,0.98
zabbix.csv,0.83,0.81,0.8,0.92,0.76,0.89,0.63,0.88,0.92,0.71,0.97,0.97,0.88,0.81,0.0,0.96,1.0
zengine.csv,0.69,0.72,0.93,0.83,0.84,0.8,0.84,0.9,0.0,0.83,0.74,0.87,1.0,0.92,0.93,0.92,0.96
