,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.73,0.14,0.23,0.11,1.0,0.76,1.0,0.97,0.0,0.41,0.52,0.48,0.08,0.14,0.0,1.0,0.58
beast-mcmc.csv,0.62,0.17,1.0,0.12,0.59,0.82,0.14,0.97,1.0,0.65,0.59,0.46,0.16,0.06,0.79,0.76,0.66
bscwweasel.csv,1.0,0.0,0.56,1.0,0.0,1.0,0.26,1.0,0.5,0.67,0.52,0.0,0.09,0.0,0.0,0.5,0.57
codeblocks.csv,0.64,0.13,0.44,0.18,0.5,1.0,0.16,0.96,0.81,0.65,0.52,0.38,0.18,0.03,0.37,0.72,0.48
gamestone.csv,0.74,1.0,0.22,0.2,0.71,0.88,0.08,0.88,0.8,0.5,0.65,0.64,0.15,0.0,0.8,0.9,0.44
iaml.csv,0.62,0.22,0.31,0.17,0.58,0.84,0.14,0.96,0.85,0.57,0.99,0.49,0.16,0.03,0.41,0.68,0.57
jbasic.csv,0.66,0.29,0.53,0.17,0.85,0.62,0.2,0.98,1.0,0.91,0.6,0.2,0.13,0.07,0.62,1.0,0.71
modplug.csv,0.57,0.11,0.3,0.14,0.5,0.79,0.12,0.96,0.76,0.45,0.56,0.4,0.14,0.02,0.39,1.0,0.57
pdfedit.csv,0.65,0.25,0.26,0.15,1.0,0.82,0.19,0.97,0.82,0.52,0.55,0.5,0.1,0.05,0.47,0.84,0.61
redshell.csv,0.51,0.14,0.28,0.13,0.5,0.75,0.12,1.0,0.74,0.49,0.57,0.42,0.13,0.03,0.4,0.7,0.62
sabbu.csv,1.0,0.06,0.38,0.16,0.6,0.85,0.24,0.98,1.0,0.58,0.51,0.56,0.09,0.06,0.31,0.7,0.68
silvertree.csv,0.75,0.15,0.33,0.1,0.53,0.75,0.19,0.97,1.0,0.62,0.53,1.0,0.09,0.02,0.6,0.6,0.61
t-2.csv,0.36,0.07,0.28,0.03,0.43,0.7,0.23,0.96,0.54,0.8,0.61,0.42,1.0,0.04,0.25,0.7,0.38
xinity.csv,0.74,0.22,0.31,0.19,0.57,0.8,0.12,0.99,0.58,0.48,0.65,0.41,0.14,0.07,0.3,0.5,1.0
xreal.csv,1.0,0.5,0.14,0.0,0.0,0.0,0.0,1.0,0.67,0.72,1.0,0.5,1.0,1.0,0.33,0.12,0.33
zabbix.csv,0.53,0.16,0.31,0.1,0.51,0.74,0.15,0.96,0.77,0.56,0.57,0.42,0.12,0.03,1.0,0.68,0.61
zengine.csv,0.57,0.16,0.29,0.14,0.53,0.77,0.13,0.95,1.0,0.53,0.58,0.42,0.12,0.03,0.39,0.7,0.6
