,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.23,0.55,0.24,0.48,0.11,0.17,1.0,0.19,0.0,0.13,0.28,0.65,0.24,0.45,0.0,0.05,0.37
beast-mcmc.csv,0.62,0.29,1.0,0.34,0.61,0.5,0.65,0.57,0.39,0.42,0.42,0.53,0.65,0.88,0.39,0.6,0.58
bscwweasel.csv,0.09,0.0,0.1,1.0,0.0,0.11,0.16,0.05,0.04,0.16,0.1,0.0,0.09,0.0,0.0,0.05,0.12
codeblocks.csv,0.68,0.5,0.43,0.39,0.42,1.0,0.7,0.39,0.58,0.28,0.28,0.44,0.55,0.57,0.2,0.5,0.34
gamestone.csv,0.28,1.0,0.21,0.12,0.15,0.3,0.18,0.14,0.13,0.1,0.17,0.32,0.21,0.0,0.07,0.38,0.2
iaml.csv,0.6,0.71,0.63,0.63,0.67,0.56,0.61,0.55,0.7,0.69,0.97,0.66,0.68,0.52,0.54,0.52,0.37
jbasic.csv,0.47,0.29,0.6,0.24,0.3,0.29,0.11,0.27,0.31,0.98,0.56,0.1,0.43,0.77,0.1,0.28,0.64
modplug.csv,0.6,0.48,0.55,0.62,0.21,0.64,0.17,0.56,0.3,0.41,0.43,0.54,0.53,0.05,0.05,1.0,0.41
pdfedit.csv,0.68,0.29,0.45,0.24,1.0,0.51,0.42,0.45,0.28,0.4,0.33,0.59,0.23,0.81,0.41,0.53,0.56
redshell.csv,0.0,0.3,0.21,0.44,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.13,0.3,0.09,0.0,0.0,0.17
sabbu.csv,0.98,0.14,0.68,0.56,0.71,0.5,0.69,0.59,0.42,0.68,0.37,0.71,0.44,0.77,0.42,0.51,0.67
silvertree.csv,0.12,0.62,0.37,0.38,0.61,0.41,0.18,0.55,0.31,0.63,0.26,1.0,0.37,0.23,0.49,0.41,0.52
t-2.csv,0.33,0.34,0.3,0.12,0.45,0.39,0.45,0.39,0.21,0.07,0.5,0.51,1.0,0.59,0.26,0.44,0.09
xinity.csv,0.57,0.29,0.62,0.53,0.56,0.28,0.58,0.45,0.21,0.46,0.55,0.32,0.61,0.9,0.41,0.27,1.0
xreal.csv,0.02,0.15,0.04,0.0,0.0,0.0,0.0,0.04,0.06,0.25,0.01,0.05,0.01,1.0,0.02,0.02,0.02
zabbix.csv,0.5,0.54,0.55,0.39,0.56,0.4,0.69,0.39,0.3,0.65,0.13,0.13,0.4,0.52,1.0,0.17,0.0
zengine.csv,0.64,0.63,0.27,0.5,0.47,0.55,0.48,0.37,1.0,0.5,0.56,0.43,0.0,0.3,0.29,0.3,0.17
