,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.93,0.52,0.93,0.72,0.75,0.95,0.98,0.87,0.0,0.94,0.83,0.45,0.91,0.93,0.0,0.5,0.62
beast-mcmc.csv,0.52,0.75,0.68,0.73,0.48,0.53,0.5,0.54,0.69,0.51,0.61,0.46,0.43,0.61,0.93,0.47,0.34
bscwweasel.csv,0.75,0.0,0.89,0.95,0.0,0.9,0.96,0.88,0.5,0.92,0.95,0.0,0.99,0.0,0.0,0.75,0.86
codeblocks.csv,0.36,0.55,0.63,0.54,0.38,0.44,0.38,0.46,0.33,0.57,0.52,0.4,0.43,0.38,0.36,0.38,0.41
gamestone.csv,0.74,0.88,0.82,0.9,0.86,0.65,0.89,0.96,0.8,0.9,0.97,0.64,0.97,0.94,0.8,0.6,0.81
iaml.csv,0.48,0.48,0.38,0.69,0.42,0.53,0.44,0.53,0.33,0.47,0.58,0.46,0.43,0.39,0.44,0.42,0.3
jbasic.csv,0.63,0.86,0.66,0.91,0.92,0.77,0.95,0.82,0.8,0.55,0.52,0.9,0.54,0.67,0.88,0.92,0.39
modplug.csv,0.48,0.46,0.37,0.43,0.35,0.41,0.36,0.52,0.46,0.48,0.42,0.45,0.45,0.36,0.36,0.42,0.35
pdfedit.csv,0.46,0.88,0.61,0.96,0.51,0.6,0.85,0.54,0.64,0.46,0.65,0.47,0.73,0.5,0.8,0.59,0.36
redshell.csv,0.45,0.45,0.34,0.46,0.35,0.41,0.36,0.47,0.43,0.43,0.42,0.39,0.45,0.36,0.36,0.38,0.31
sabbu.csv,0.53,0.65,0.5,0.57,0.43,0.53,0.63,0.5,0.64,0.52,0.52,0.44,0.45,0.63,0.37,0.5,0.38
silvertree.csv,0.88,0.51,0.85,0.78,0.47,0.58,0.97,0.59,0.8,0.52,0.78,0.6,0.75,0.84,0.9,0.53,0.42
t-2.csv,0.84,0.6,0.88,0.88,0.61,0.8,0.9,0.91,0.75,0.8,0.79,0.61,0.99,0.69,0.79,0.52,0.88
xinity.csv,0.52,0.78,0.4,0.56,0.52,0.86,0.48,0.53,0.67,0.48,0.55,0.65,0.44,0.63,0.43,0.69,0.41
xreal.csv,0.0,0.5,0.93,0.0,0.0,0.0,0.8,0.83,0.67,0.94,0.0,0.5,0.0,0.8,0.67,0.88,0.67
zabbix.csv,0.49,0.46,0.37,0.51,0.41,0.45,0.44,0.46,0.42,0.42,0.4,0.39,0.43,0.41,0.68,0.4,0.29
zengine.csv,0.38,0.41,0.33,0.44,0.36,0.39,0.37,0.42,0.42,0.42,0.42,0.37,0.44,0.36,0.33,0.37,0.29
