,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.07,0.73,0.27,0.59,0.0,0.13,0.0,0.12,0.0,0.15,0.3,0.63,0.35,0.07,0.0,0.0,0.38
beast-mcmc.csv,0.43,0.19,0.0,0.32,0.44,0.31,0.6,0.38,0.0,0.2,0.36,0.43,0.52,0.4,0.06,0.46,0.5
bscwweasel.csv,0.0,0.0,0.02,0.0,0.02,0.0,0.05,0.0,0.08,0.06,0.1,0.03,0.1,0.0,0.01,0.08,0.12
codeblocks.csv,0.44,0.52,0.18,0.23,0.86,0.0,0.64,0.88,0.42,0.12,0.3,0.83,0.32,0.74,0.95,0.83,0.54
gamestone.csv,0.09,0.0,0.24,0.06,0.05,0.1,0.23,0.38,0.08,0.08,0.1,0.11,0.14,0.09,0.01,0.08,0.35
iaml.csv,0.39,0.4,0.66,0.44,0.56,0.31,0.52,0.5,0.42,0.59,0.01,0.57,0.56,0.82,0.56,0.71,0.88
jbasic.csv,0.24,0.1,0.19,0.13,0.05,0.46,0.04,0.12,0.0,0.09,0.52,0.23,0.37,0.32,0.03,0.0,0.42
modplug.csv,0.74,0.6,0.78,0.64,0.95,0.56,0.96,0.62,0.92,0.85,0.85,0.71,0.81,0.99,0.99,0.0,0.85
pdfedit.csv,0.41,0.12,0.48,0.15,0.0,0.31,0.21,0.25,0.17,0.88,0.32,0.43,0.25,0.54,0.28,0.21,0.65
redshell.csv,1.0,0.92,0.95,0.86,1.0,1.0,1.0,0.0,1.0,1.0,0.96,0.97,0.92,0.98,1.0,1.0,0.96
sabbu.csv,0.0,0.31,0.43,0.4,0.53,0.23,0.28,0.25,0.0,0.53,0.44,0.43,0.74,0.34,0.77,0.5,0.62
silvertree.csv,0.04,0.63,0.25,0.46,0.65,0.38,0.08,0.38,0.0,0.38,0.26,0.0,0.5,0.25,0.2,0.67,0.54
t-2.csv,0.59,0.77,0.24,0.49,0.6,0.46,0.18,0.38,0.92,0.02,0.43,0.51,0.0,0.46,0.47,0.42,0.19
xinity.csv,0.2,0.13,0.65,0.31,0.42,0.18,0.64,0.12,0.42,0.83,0.38,0.29,0.6,0.35,0.67,0.54,0.0
xreal.csv,0.0,0.02,0.07,0.01,0.02,0.03,0.01,0.0,0.08,0.08,0.0,0.03,0.0,0.0,0.02,0.29,0.08
zabbix.csv,0.81,0.81,0.8,0.85,0.72,0.87,0.61,0.88,0.92,0.71,0.97,0.97,0.87,0.78,0.0,0.96,1.0
zengine.csv,0.67,0.71,0.93,0.83,0.84,0.79,0.84,0.88,0.0,0.83,0.67,0.86,1.0,0.92,0.92,0.92,0.96
