,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.51,0.64,0.76,0.87,0.8,0.83,0.46,0.64,0.32,1.0,0.72,0.29,0.54,0.8,0.77,0.65,0.82,0.51,0.77
all-plasm.csv,0.57,0.96,0.82,0.92,0.99,0.91,0.71,0.63,0.36,0.76,0.37,0.69,0.66,0.81,0.87,0.76,0.96,0.96,0.65
awemud.csv,0.55,0.51,0.72,0.95,0.57,0.9,0.46,0.62,0.69,0.88,0.75,0.9,0.61,0.73,0.91,0.67,0.61,0.76,0.92
buddata-ebxml-registry.csv,0.93,1.0,0.86,0.72,1.0,1.0,0.74,0.9,0.8,0.89,0.97,0.78,0.95,0.96,0.95,1.0,0.09,0.76,0.97
bullet.csv,0.67,0.77,0.9,0.39,0.76,0.42,0.61,0.74,0.83,0.81,0.8,0.76,0.71,0.62,0.68,0.81,0.7,0.64,0.85
dvd-create.csv,0.61,0.63,0.67,1.02,0.25,0.49,0.83,0.59,0.63,0.92,0.56,0.89,0.73,0.69,0.91,0.82,0.57,0.62,0.48
gbif-indexingtoolkit.csv,0.63,0.71,0.65,0.9,0.66,0.93,0.69,0.54,0.96,0.82,0.57,0.58,0.76,0.74,0.79,0.7,0.83,0.92,1.0
go.csv,0.71,0.32,0.47,0.98,0.7,0.67,0.67,0.9,0.71,0.77,0.8,0.54,0.89,0.75,0.81,0.85,0.59,0.61,0.86
gss.csv,0.78,0.89,0.77,0.27,0.43,0.82,0.54,0.81,0.58,0.76,1.0,0.72,0.99,1.0,0.33,0.69,0.24,0.48,1.0
jmule.csv,0.74,0.42,0.45,0.91,0.5,0.76,0.66,0.84,1.0,0.57,0.64,0.46,0.68,0.77,0.87,0.97,0.62,0.68,0.25
kwave.csv,0.62,1.0,0.42,1.0,1.0,0.55,0.74,0.78,0.7,0.9,0.94,0.82,0.93,0.89,0.64,0.73,0.54,1.0,0.83
libarchive.csv,0.9,0.44,0.74,0.59,0.62,0.78,0.6,1.0,0.72,0.9,1.0,0.78,0.97,0.92,0.75,0.84,0.51,0.42,0.84
linux-ntfs.csv,0.57,0.75,0.94,0.32,0.54,0.54,0.7,0.61,0.67,0.73,0.94,0.72,0.6,0.87,0.76,0.55,0.72,0.53,0.72
lsb.csv,0.54,0.79,0.88,0.31,0.84,0.58,0.66,0.62,0.91,0.48,0.82,0.51,0.75,0.87,0.82,0.62,0.78,0.64,0.8
mp-rechnungs-und-kundenverwaltung.csv,0.67,0.86,0.81,0.89,0.99,0.69,0.5,0.77,0.29,1.0,0.84,0.37,0.46,0.75,0.53,0.51,0.76,0.65,0.66
qcad2.csv,0.63,0.66,0.63,0.81,0.68,0.76,0.38,0.72,0.46,0.69,0.74,0.39,0.7,0.72,0.79,0.79,0.9,0.46,0.65
qtwin.csv,0.91,1.0,1.0,1.0,1.0,0.97,0.92,0.7,0.09,1.0,0.73,0.86,0.87,0.73,0.83,0.65,0.84,1.0,0.71
stemkit.csv,0.94,0.77,0.77,0.42,0.8,0.69,1.0,0.83,0.36,0.39,0.79,0.5,0.85,0.78,0.58,0.7,0.8,0.7,0.88
xinity.csv,0.87,1.0,0.66,1.09,1.01,0.73,0.84,0.81,1.07,0.9,0.8,0.93,0.85,0.49,0.78,0.88,0.54,1.0,0.61
