,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.66,0.74,0.2,0.22,0.19,0.51,0.6,0.56,0.45,0.12,0.3,0.23,0.45,0.1,0.84,0.55,0.3,0.81,0.82
co-ode-owl-plugins.csv,0.61,0.57,0.34,0.31,0.25,0.72,0.55,0.56,0.36,0.63,0.65,0.19,0.46,0.1,0.76,0.55,0.22,0.76,0.87
exl.csv,0.49,0.61,0.08,0.31,0.26,0.65,0.59,0.39,0.45,0.18,0.57,0.2,0.21,0.17,0.53,0.48,0.32,0.79,0.82
firebreath.csv,0.35,0.71,0.41,0.42,0.29,0.69,0.58,0.59,0.51,0.3,0.46,0.26,0.41,0.15,0.5,0.54,0.33,0.49,0.66
irplus.csv,0.37,0.6,0.08,0.37,0.42,0.64,0.59,0.43,0.5,0.15,0.45,0.3,0.37,0.23,0.31,0.53,0.35,0.41,0.56
jasperreports.csv,0.46,0.53,0.19,0.22,0.16,0.45,0.54,0.54,0.43,0.11,0.22,0.18,0.25,0.45,0.23,0.37,0.33,0.34,0.64
javaprofiler.csv,0.56,0.76,0.33,0.26,0.26,0.73,0.62,0.55,0.33,0.45,0.62,0.19,0.49,0.22,0.37,0.57,0.32,0.84,0.88
konversation.csv,0.25,0.57,0.28,0.45,0.33,0.64,0.52,0.61,0.27,0.36,0.22,0.18,0.56,0.21,0.21,0.55,0.24,0.59,0.66
lazarus-ccr.csv,0.8,0.52,0.29,0.08,0.17,0.53,0.54,0.46,0.33,0.42,0.24,0.24,0.51,0.05,0.83,0.44,0.17,0.53,0.68
linuxsh.csv,0.45,0.56,0.4,0.09,0.17,0.65,0.39,0.23,0.0,0.57,0.62,0.16,0.07,0.0,0.71,0.34,0.1,0.25,0.73
migen.csv,0.31,0.54,0.29,0.34,0.33,0.66,0.64,0.5,0.0,0.39,0.51,0.2,0.07,0.28,0.2,0.45,0.2,0.65,0.87
moviesandbox.csv,0.41,0.72,0.31,0.33,0.23,0.72,0.44,0.55,0.14,0.37,0.58,0.23,0.39,0.11,0.45,0.42,0.13,0.54,0.82
mvnforum.csv,0.0,0.29,0.29,0.12,0.14,0.49,0.4,0.32,0.12,0.35,0.51,0.15,0.48,0.01,0.54,0.11,0.05,0.55,0.48
nebuladevice.csv,0.46,0.46,0.0,0.09,0.12,0.44,0.45,0.45,0.39,0.39,0.26,0.16,0.07,0.1,0.52,0.15,0.5,0.68,0.52
ontomorphtab.csv,0.28,0.78,0.29,0.23,0.26,0.74,0.63,0.57,0.42,0.13,0.6,0.26,0.32,0.24,0.58,0.48,0.3,0.51,0.88
opengs.csv,0.29,0.36,0.29,0.43,0.34,0.69,0.4,0.48,0.23,0.29,0.71,0.23,0.4,0.11,0.54,0.38,0.25,0.57,0.87
scite-ru.csv,0.64,0.75,0.35,0.25,0.25,0.7,0.63,0.54,0.35,0.29,0.66,0.2,0.45,0.1,0.87,0.56,0.22,0.81,0.88
tokratan.csv,0.47,0.54,0.24,0.36,0.37,0.64,0.61,0.44,0.17,0.16,0.44,0.37,0.41,0.14,0.24,0.5,0.29,0.75,0.76
xuggle.csv,0.53,0.46,0.28,0.38,0.41,0.65,0.54,0.51,0.51,0.18,0.68,0.34,0.48,0.09,0.8,0.54,0.28,0.52,0.64
