,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.0,2.0,3.0,39.0,13.0,5.0,22.0,0.0,3.0
azureus.csv,2.0,1.0,1.0,109.0,1.0,0.0,77.0,0.0,0.0
columba.csv,5.0,0.0,0.0,17.0,0.0,12.0,11.0,0.0,0.0
continuum-ide.csv,5.0,1.0,2.0,109.0,0.0,1.0,77.0,2.0,0.0
emulemorph.csv,102.0,0.0,135.0,0.0,55.0,216.0,77.0,0.0,23.0
factor.csv,102.0,0.0,0.0,109.0,1.0,216.0,77.0,0.0,0.0
pcgen.csv,0.0,0.0,0.0,109.0,3.0,6.0,77.0,0.0,4.0
stemkit.csv,3.0,1.0,4.0,109.0,55.0,216.0,0.0,0.0,12.0
utgb.csv,2.0,0.0,1.0,18.0,2.0,10.0,14.0,0.0,1.0
