,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.88,0.74,0.64,0.67,0.65,0.82,0.67,0.59,0.71
azureus.csv,0.21,0.14,0.51,0.0,0.71,0.95,0.0,0.07,0.31
columba.csv,0.33,0.29,0.53,0.33,0.47,0.48,0.5,0.41,0.96
continuum-ide.csv,0.04,0.09,0.2,0.0,1.0,0.05,0.0,0.05,0.15
emulemorph.csv,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.44,0.05
factor.csv,0.0,0.03,0.05,0.0,0.06,0.0,0.0,1.0,0.03
pcgen.csv,0.25,0.23,1.0,0.0,0.35,0.43,0.0,0.17,0.38
stemkit.csv,0.08,0.11,0.04,0.0,0.0,0.0,0.83,0.2,0.02
utgb.csv,0.29,0.97,0.29,0.17,0.29,0.3,0.33,0.63,0.17
