,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.12,0.64,0.44,0.68,0.75,0.59,0.73,0.85,0.71
azureus.csv,0.8,0.86,0.5,1.0,0.43,0.05,1.01,0.93,0.7
columba.csv,0.68,0.73,0.52,0.72,0.61,0.55,0.66,0.7,0.04
continuum-ide.csv,0.96,0.91,0.8,1.0,0.05,0.95,1.0,0.96,0.85
emulemorph.csv,1.0,0.97,1.0,0.01,1.0,1.0,1.0,0.58,0.96
factor.csv,1.0,0.97,0.95,1.0,0.95,1.0,1.0,0.09,0.97
pcgen.csv,0.82,0.78,0.0,1.0,0.73,0.6,1.0,0.85,0.8
stemkit.csv,0.92,0.89,0.97,1.0,1.0,1.0,0.17,0.81,0.98
utgb.csv,0.72,0.03,0.73,0.85,0.77,0.72,0.7,0.48,0.84
