,f1,g,recall,precision,pf,wins
checker-framework.csv,0.545,0.48,0.7849999999999999,0.48,0.71,10
customsagetv.csv,0.28,0.245,0.21000000000000002,0.5,0.14500000000000002,2
fluidium.csv,0.025,0.02,0.015,0.05,0.015,0
guineu.csv,0.515,0.45999999999999996,0.635,0.485,0.575,9
inkscape.csv,0.54,0.375,0.86,0.44,0.7849999999999999,8
mpqc.csv,0.185,0.215,0.185,0.275,0.29,1
nsis.csv,0.41500000000000004,0.49,0.69,0.33999999999999997,0.71,5
octave.csv,0.39,0.43,0.4,0.415,0.395,6
owfs.csv,0.565,0.51,0.77,0.43,0.63,12
owlib.csv,0.5800000000000001,0.58,0.605,0.55,0.4,15
pamguard.csv,0.355,0.49,0.475,0.37,0.385,7
prelude.csv,0.59,0.45499999999999996,0.9299999999999999,0.46499999999999997,0.855,11
robocode.csv,0.53,0.585,0.625,0.515,0.46499999999999997,13
uwom-server.csv,0.385,0.39,0.375,0.38,0.355,4
zengine.csv,0.595,0.125,0.97,0.42500000000000004,0.97,3
zildo.csv,0.5,0.565,0.5800000000000001,0.535,0.315,14
