,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.58,0.17,0.15,0.41,0.4,0.21,0.6,0.6,0.71,0.49,0.36,0.68,0.45,0.54,0.58,0.47
customsagetv.csv,0.31,0.26,0.0,0.11,0.11,0.23,0.3,0.05,0.27,0.33,0.2,0.19,0.41,0.17,0.29,0.9
fluidium.csv,0.1,0.04,0.0,0.31,0.0,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.65,0.0,0.14
guineu.csv,0.69,0.36,0.28,0.56,0.43,0.62,0.64,0.56,0.34,0.37,0.48,0.0,0.53,0.0,0.44,0.86
inkscape.csv,0.57,0.64,0.0,0.0,0.37,0.18,0.7,0.43,0.6,0.63,0.2,0.0,0.46,0.0,0.13,0.38
mpqc.csv,0.22,0.11,0.0,0.0,0.21,0.67,0.22,0.33,0.26,0.21,0.37,0.29,0.13,0.36,0.17,0.1
nsis.csv,0.45,0.42,0.66,0.3,0.36,0.57,0.31,0.39,0.54,0.53,0.71,0.73,0.54,0.4,0.44,0.73
octave.csv,0.48,0.5,0.36,0.5,0.7,0.12,0.27,0.49,0.41,0.42,0.26,0.49,0.33,0.46,0.44,0.37
owfs.csv,0.49,0.52,0.0,0.48,0.72,0.33,0.75,0.17,0.77,0.58,0.45,0.58,0.65,0.5,0.55,0.39
owlib.csv,0.63,0.69,0.58,0.62,0.66,0.28,0.58,0.67,0.64,0.58,0.44,0.5,0.74,0.54,0.56,0.44
pamguard.csv,0.31,0.39,0.62,0.47,0.53,0.43,0.55,0.55,0.64,0.31,0.23,0.62,0.51,0.12,0.69,0.23
prelude.csv,0.09,0.05,0.87,0.47,0.47,0.4,0.49,0.27,0.57,0.44,0.0,0.69,0.21,0.64,0.13,0.55
robocode.csv,0.73,0.65,0.06,0.59,0.61,0.45,0.76,0.75,0.56,0.56,0.4,0.51,0.58,0.59,0.45,0.6
uwom-server.csv,0.27,0.26,0.0,0.0,0.67,0.33,0.62,0.4,0.7,0.69,0.36,0.57,0.17,0.52,0.38,0.65
zengine.csv,0.0,0.05,0.0,0.24,0.05,0.2,0.0,0.0,0.27,0.24,0.0,0.87,0.33,0.35,0.0,0.33
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
