,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.85,0.94,0.12,0.91,0.36,0.95,0.91,0.83,0.69,0.5,0.38,0.74,0.98,0.9,0.68,0.46
customsagetv.csv,0.27,0.22,0.0,0.09,0.09,0.2,0.26,0.04,0.23,0.29,0.17,0.16,0.36,0.14,0.25,0.9
fluidium.csv,0.08,0.03,0.0,0.27,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.67,0.0,0.12
guineu.csv,0.69,0.73,0.26,0.64,0.41,0.8,0.63,0.74,0.31,0.36,0.49,0.66,0.52,1.0,0.42,0.87
inkscape.csv,0.65,0.86,1.0,1.0,0.32,0.15,0.7,0.65,0.92,0.75,0.17,1.0,0.86,1.0,0.97,0.96
mpqc.csv,0.19,0.09,0.0,0.0,0.18,0.65,0.19,0.3,0.23,0.18,0.33,0.26,0.11,0.33,0.14,0.08
nsis.csv,0.69,0.62,0.69,0.27,0.5,0.7,0.79,0.43,0.69,0.68,0.71,0.82,0.73,0.38,0.69,0.79
octave.csv,0.46,0.49,0.31,0.55,0.68,0.1,0.23,0.57,0.38,0.39,0.24,0.47,0.3,0.43,0.41,0.37
owfs.csv,0.73,0.83,0.98,0.45,0.82,0.3,0.84,0.91,0.85,0.93,0.52,0.58,0.64,0.52,0.81,0.71
owlib.csv,0.73,0.69,0.52,0.73,0.68,0.25,0.58,0.7,0.62,0.57,0.4,0.47,0.77,0.52,0.59,0.79
pamguard.csv,0.27,0.36,0.76,0.45,0.5,0.4,0.53,0.61,0.62,0.27,0.19,0.63,0.52,0.1,0.71,0.21
prelude.csv,0.96,0.99,0.86,1.0,0.91,0.75,1.0,0.91,0.85,0.96,0.65,0.76,0.95,0.71,0.95,0.98
robocode.csv,0.85,0.68,0.05,0.55,0.64,0.6,0.86,0.74,0.77,0.54,0.37,0.47,0.82,0.62,0.42,0.63
uwom-server.csv,0.23,0.23,0.0,0.0,0.73,0.3,0.6,0.39,0.85,0.71,0.35,0.55,0.14,0.52,0.36,0.63
zengine.csv,1.0,0.98,0.86,0.91,1.0,0.9,0.98,1.0,0.92,0.93,1.0,0.84,1.0,0.38,1.0,0.96
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69,0.81
