,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.74,0.43,0.97,0.27,0.25,0.64,0.21,0.97,0.6,0.47,0.35,0.38,0.66,0.23
exordium.csv,0.4,0.5,0.62,0.75,1.0,0.38,0.64,0.77,0.43,0.26,0.44,0.65,0.92,0.34
google-caja.csv,0.69,0.42,0.67,0.18,0.36,0.5,0.29,1.0,0.43,0.34,0.44,0.45,0.76,0.3
hydrogen.csv,0.81,0.5,0.68,0.38,0.8,0.76,1.0,0.74,0.7,0.47,0.4,0.54,1.0,0.33
kmess.csv,0.73,0.3,0.63,0.25,0.31,0.6,0.2,0.86,0.52,0.43,0.46,0.41,0.99,0.23
kvs.csv,0.38,1.0,0.46,1.0,0.0,0.43,0.38,0.78,0.53,0.22,0.2,0.32,0.46,0.27
megameknet.csv,0.59,0.28,0.45,0.21,0.38,0.44,0.09,0.72,0.72,1.0,0.4,0.36,0.5,0.27
ns-3-dev-def-routing.csv,0.44,0.0,0.58,0.17,0.6,0.74,0.25,0.75,0.39,0.28,0.41,0.99,0.64,0.3
open-ms.csv,0.7,0.67,0.52,0.17,0.25,0.42,0.07,0.75,0.42,0.19,0.37,0.59,0.63,1.0
openmsx.csv,0.71,0.25,0.58,0.18,0.3,0.57,0.14,0.72,0.37,0.19,1.0,0.4,0.68,0.2
rezilla.csv,0.63,1.0,0.5,0.22,0.3,0.45,0.17,0.77,0.49,0.29,0.42,0.38,0.6,0.26
sauerbraten.csv,1.0,0.29,0.7,0.27,0.37,0.61,0.18,0.89,0.61,0.51,0.48,0.42,0.73,0.23
webdriver.csv,0.76,0.33,0.63,0.26,0.54,1.0,0.29,0.96,0.61,0.34,0.65,0.49,0.74,0.4
yafdotnet.csv,0.63,0.56,0.54,0.23,0.39,0.6,0.23,0.84,1.0,0.31,0.43,0.42,0.65,0.25
