,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.51,0.32,0.96,0.65,0.53,0.47,0.5,0.36,0.34,0.48,0.38,0.55,0.59,0.58
exordium.csv,0.1,0.21,0.23,0.15,1.0,0.33,0.44,0.46,0.4,0.62,0.11,0.24,0.12,0.27
google-caja.csv,0.56,0.42,0.52,0.3,0.68,0.56,0.75,0.99,0.91,0.57,0.25,0.61,0.67,0.64
hydrogen.csv,0.44,0.11,0.19,0.15,0.21,0.29,0.94,0.18,0.17,0.36,0.12,0.23,0.18,0.16
kmess.csv,0.62,0.16,0.41,0.5,0.63,0.69,0.56,0.49,0.57,0.65,0.32,0.65,0.97,0.63
kvs.csv,0.08,0.11,0.34,0.9,0.0,0.2,0.19,0.27,0.09,0.32,0.05,0.26,0.12,0.12
megameknet.csv,0.44,0.53,0.35,0.35,0.32,0.53,0.12,0.37,0.31,0.9,0.71,0.33,0.31,0.18
ns-3-dev-def-routing.csv,0.1,0.0,0.27,0.2,0.47,0.31,0.62,0.19,0.19,0.25,0.26,0.98,0.42,0.24
open-ms.csv,0.54,0.11,0.63,0.2,0.21,0.69,0.19,0.64,0.53,0.68,0.46,0.21,0.51,0.92
openmsx.csv,0.82,0.16,0.53,0.8,0.89,0.84,0.94,0.6,0.46,0.62,0.98,0.98,0.73,0.53
rezilla.csv,0.85,0.89,0.73,0.75,0.68,0.93,0.75,0.92,0.94,0.81,0.75,0.76,0.83,0.82
sauerbraten.csv,0.97,0.53,0.2,0.2,0.53,0.31,0.31,0.1,0.2,0.3,0.18,0.44,0.41,0.29
webdriver.csv,0.87,0.05,0.3,0.25,0.68,0.98,0.62,0.28,0.24,0.41,0.17,0.46,0.55,0.4
yafdotnet.csv,0.79,0.26,0.7,0.8,0.47,0.69,0.75,0.73,0.97,0.67,0.66,0.62,0.75,0.72
