,recall,precision,pf,wins
badtrinity-zero.csv,0.505,0.44999999999999996,0.3,9
exordium.csv,0.255,0.56,0.115,11
google-caja.csv,0.59,0.435,0.36,6
hydrogen.csv,0.185,0.69,0.07500000000000001,13
kmess.csv,0.595,0.445,0.37,7
kvs.csv,0.155,0.405,0.16999999999999998,3
megameknet.csv,0.35,0.42000000000000004,0.39,1
ns-3-dev-def-routing.csv,0.255,0.425,0.185,5
open-ms.csv,0.52,0.47,0.47,4
openmsx.csv,0.765,0.385,0.575,2
rezilla.csv,0.815,0.435,0.71,0
sauerbraten.csv,0.305,0.495,0.15500000000000003,10
webdriver.csv,0.405,0.575,0.175,12
yafdotnet.csv,0.71,0.485,0.48,8
