,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.57,0.71,0.05,0.59,0.72,0.58,0.59,0.64,0.68,0.54,0.79,0.72,0.65,0.65
exordium.csv,0.93,0.8,0.78,0.85,0.0,0.81,0.56,0.68,0.71,0.65,0.9,0.76,0.88,0.74
google-caja.csv,0.6,0.64,0.54,0.78,0.52,0.64,0.38,0.01,0.86,0.54,0.78,0.62,0.49,0.52
hydrogen.csv,0.59,0.9,0.81,0.85,0.79,0.71,0.06,0.84,0.83,0.65,0.89,0.78,0.82,0.85
kmess.csv,0.54,0.86,0.64,0.64,0.61,0.5,0.57,0.56,0.57,0.43,0.73,0.69,0.04,0.65
kvs.csv,0.95,0.89,0.77,0.1,1.0,0.83,0.81,0.76,0.91,0.76,0.96,0.82,0.91,0.88
megameknet.csv,0.75,0.8,0.77,0.73,0.71,0.74,0.9,0.75,0.7,0.1,0.79,0.77,0.87,0.83
ns-3-dev-def-routing.csv,0.92,1.0,0.76,0.84,0.54,0.7,0.48,0.83,0.84,0.77,0.78,0.03,0.71,0.78
open-ms.csv,0.59,0.9,0.67,0.84,0.82,0.85,0.92,0.72,0.7,0.91,0.76,0.8,0.71,0.08
openmsx.csv,0.57,0.87,0.6,0.97,0.7,0.56,0.93,0.78,0.78,0.84,0.02,0.93,0.64,0.71
rezilla.csv,0.81,0.11,0.74,0.75,0.64,0.97,0.65,0.82,0.71,0.61,0.75,0.84,0.94,0.63
sauerbraten.csv,0.03,0.78,0.8,0.81,0.56,0.71,0.72,0.9,0.81,0.7,0.83,0.68,0.64,0.75
webdriver.csv,0.48,0.95,0.72,0.77,0.37,0.02,0.45,0.72,0.77,0.64,0.83,0.62,0.56,0.61
yafdotnet.csv,0.78,0.74,0.64,0.74,0.58,0.5,0.48,0.49,0.03,0.54,0.69,0.67,0.72,0.61
