,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.52,0.79,0.53,0.45,0.57,0.64,0.59,0.69,0.74,0.66,0.57,0.47,0.41,0.5
exordium.csv,0.9,0.88,0.93,0.75,0.74,0.75,0.91,0.57,0.72,0.73,0.94,0.97,0.92,0.97
google-caja.csv,0.41,0.58,0.49,0.58,0.56,0.44,0.61,0.35,0.38,0.56,0.61,0.44,0.43,0.55
hydrogen.csv,0.52,0.75,0.91,0.88,0.8,0.76,0.8,0.79,0.96,0.75,0.95,0.74,0.94,0.98
kmess.csv,0.39,0.9,0.57,0.5,0.56,0.44,0.69,0.48,0.5,0.56,0.65,0.49,0.49,0.53
kvs.csv,0.88,0.5,0.68,0.89,0.0,0.86,0.88,0.74,0.94,0.8,0.93,0.74,0.96,0.98
megameknet.csv,0.59,0.47,0.81,0.67,0.81,0.55,0.96,0.65,0.88,0.73,0.51,0.78,0.81,0.98
ns-3-dev-def-routing.csv,0.89,0.67,0.81,0.91,0.8,0.95,0.53,0.95,0.98,0.9,0.98,0.63,0.69,0.99
open-ms.csv,0.5,0.67,0.59,0.92,0.94,0.5,0.98,0.46,0.58,0.56,0.64,0.97,0.75,0.9
openmsx.csv,0.36,0.75,0.67,0.41,0.55,0.51,0.54,0.49,0.61,0.62,0.69,0.4,0.58,0.69
rezilla.csv,0.33,0.71,0.43,0.38,0.48,0.37,0.49,0.32,0.35,0.49,0.4,0.4,0.43,0.42
sauerbraten.csv,0.39,0.46,0.96,0.93,0.7,0.7,0.79,0.89,0.97,0.85,0.96,0.64,0.75,0.83
webdriver.csv,0.33,0.67,0.82,0.84,0.62,0.52,0.66,0.78,0.97,0.8,0.94,0.55,0.61,0.84
yafdotnet.csv,0.35,0.89,0.5,0.39,0.43,0.5,0.57,0.41,0.54,0.53,0.53,0.4,0.41,0.44
