,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.33,0.28,0.05,0.59,0.47,1.0,0.5,0.45,0.88,0.88,0.06
bdbbasic.csv,0.43,0.44,0.06,0.57,0.31,0.45,1.0,0.37,0.85,0.91,0.04
bibletime.csv,0.32,0.17,0.04,0.68,0.28,0.37,0.37,0.31,0.8,1.0,0.03
crux-framework.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
etherboot.csv,0.26,0.08,0.05,0.67,1.0,0.2,0.4,0.31,0.82,0.76,0.12
gnukeda.csv,0.34,0.18,0.06,0.97,0.32,0.33,0.48,0.28,0.81,0.82,0.03
google-gears.csv,0.33,0.14,0.06,0.63,0.32,0.17,0.31,0.25,0.99,0.87,0.03
jnode.csv,0.33,0.2,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0
openmeetings.csv,0.4,1.0,0.06,0.67,0.25,0.37,0.46,0.31,0.8,0.78,0.03
pgui.csv,0.3,0.08,0.04,0.67,0.17,0.32,0.5,1.0,0.72,0.91,0.0
wxcrp.csv,1.0,0.34,0.06,0.89,0.23,0.56,0.75,0.5,0.83,1.0,0.03
