,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.36,0.75,0.52,0.47,0.46,0.96,0.3,0.32,0.28,0.25,0.67
bdbbasic.csv,0.65,0.71,0.66,0.46,0.52,0.72,0.96,0.6,0.61,0.52,0.64
bibletime.csv,0.6,0.56,0.52,0.64,0.59,0.61,0.72,0.61,0.61,0.98,0.21
crux-framework.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,1.0
etherboot.csv,0.41,0.26,0.42,0.25,1.0,0.25,0.46,0.42,0.38,0.39,0.7
gnukeda.csv,0.63,0.66,0.66,0.97,0.66,0.45,0.61,0.54,0.61,0.52,0.6
google-gears.csv,0.58,0.52,0.62,0.61,0.66,0.31,0.59,0.5,0.99,0.67,0.56
jnode.csv,0.04,0.06,0.9,0.04,0.0,0.0,0.06,0.0,0.04,0.0,0.0
openmeetings.csv,0.57,0.96,0.71,0.5,0.51,0.64,0.6,0.6,0.51,0.44,0.37
pgui.csv,0.22,0.38,0.15,0.45,0.11,0.26,0.37,0.97,0.23,0.37,0.0
wxcrp.csv,1.0,0.5,0.67,0.25,0.17,0.55,0.37,0.53,0.29,0.17,0.56
