,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,6.0,7.0,117.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,23.0
bdbbasic.csv,7.0,3.0,23.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,38.0
bibletime.csv,0.0,31.0,118.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,63.0
crux-framework.csv,105.0,0.0,411.0,70.0,82.0,116.0,67.0,168.0,0.0,0.0,0.0
etherboot.csv,0.0,34.0,2.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,2.0
gnukeda.csv,4.0,18.0,4.0,0.0,0.0,4.0,3.0,10.0,0.0,0.0,53.0
google-gears.csv,0.0,34.0,34.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,59.0
jnode.csv,2.0,3.0,0.0,0.0,82.0,116.0,0.0,168.0,0.0,79.0,111.0
openmeetings.csv,11.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,29.0
pgui.csv,7.0,40.0,12.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,111.0
wxcrp.csv,0.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0
