,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.33,0.41,0.09,0.5,0.44,0.97,0.34,0.34,0.38,0.34,0.1
bdbbasic.csv,0.51,0.54,0.11,0.49,0.38,0.57,0.97,0.46,0.7,0.63,0.07
bibletime.csv,0.47,0.28,0.08,0.66,0.4,0.52,0.52,0.46,0.72,0.99,0.05
crux-framework.csv,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,1.0
etherboot.csv,0.31,0.12,0.09,0.31,1.0,0.21,0.41,0.34,0.48,0.51,0.2
gnukeda.csv,0.46,0.29,0.11,0.97,0.47,0.49,0.52,0.38,0.71,0.65,0.06
google-gears.csv,0.49,0.24,0.11,0.62,0.47,0.22,0.45,0.36,0.99,0.79,0.05
jnode.csv,0.06,0.07,0.93,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.0
openmeetings.csv,0.46,0.98,0.11,0.55,0.34,0.49,0.51,0.42,0.61,0.56,0.05
pgui.csv,0.24,0.14,0.06,0.51,0.12,0.26,0.39,0.98,0.31,0.47,0.0
wxcrp.csv,1.0,0.39,0.12,0.33,0.17,0.54,0.44,0.49,0.38,0.24,0.05
