,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.33,0.5,0.35,0.43,0.44
n2cms.csv,0.69,0.43,0.31,0.41,0.71
nassp.csv,0.34,0.31,0.44,0.58,0.37
nug.csv,0.55,0.09,0.65,0.2,0.61
oorexx.csv,0.27,0.43,0.33,0.44,0.73
