,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.44,0.59,0.0,0.33,0.45,0.47,0.0,0.9,0.0
fontforge.csv,0.4,0.29,0.41,0.37,0.33,0.35,0.36,0.5,0.37,0.36
hatari.csv,0.44,0.41,0.58,0.41,0.37,0.41,0.42,0.27,0.39,0.75
jcl.csv,0.51,0.4,0.5,0.76,0.44,0.45,0.45,0.4,0.56,0.49
ltp.csv,0.76,0.42,0.48,0.61,0.5,0.48,0.45,0.61,0.5,0.52
net-snmp.csv,0.47,0.54,0.46,0.41,0.43,0.69,0.59,0.29,0.53,0.38
opde.csv,0.4,0.5,0.42,0.56,0.33,0.44,0.58,0.3,0.5,0.48
powerfolder-.csv,0.38,0.5,0.56,0.35,0.81,0.96,0.53,0.0,0.43,0.54
quantlib.csv,0.42,0.96,0.86,0.0,0.33,0.97,0.0,0.29,0.37,0.59
