,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.52,0.41,0.0,0.97,0.64,1.0,0.0,0.14,0.0
fontforge.csv,0.93,0.9,0.93,1.0,1.0,0.8,1.0,0.58,1.0,0.96
hatari.csv,0.68,0.74,0.55,0.72,0.9,0.71,1.0,0.92,1.0,0.33
jcl.csv,0.85,0.55,0.72,0.32,0.8,0.58,1.0,0.58,0.64,0.71
ltp.csv,0.34,0.71,0.86,0.72,0.76,0.65,0.0,0.42,0.86,0.67
net-snmp.csv,0.63,0.61,0.41,0.52,0.57,0.39,1.0,0.88,0.36,0.62
opde.csv,1.0,0.45,1.0,0.56,0.95,0.55,1.0,0.92,0.64,0.5
powerfolder-.csv,0.59,0.65,0.34,0.64,0.16,0.15,1.0,0.04,0.5,0.33
quantlib.csv,0.95,0.13,0.24,0.0,1.0,0.11,0.0,1.0,1.0,0.71
