,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,1.0,0.77,0.81,0.75,0.68,0.64,0.62,0.8,0.98
massiv.csv,0.03,0.12,0.31,1.0,0.01,0.04,0.0,0.0,0.06
mesa3d.csv,0.63,0.07,0.88,0.5,0.47,0.61,0.62,0.54,0.32
ngl.csv,0.85,0.8,0.94,1.0,0.65,0.63,0.81,0.16,0.55
nutz.csv,0.72,0.66,0.94,0.75,0.48,0.62,0.65,0.72,0.29
ossim.csv,0.2,0.17,0.75,0.5,0.01,0.29,0.32,0.33,0.2
qmmp.csv,0.82,0.73,0.69,0.75,0.59,0.6,0.65,0.65,0.93
rcp-company-uibindings.csv,0.54,0.58,0.81,0.5,0.55,0.68,0.51,0.22,0.87
v8.csv,0.38,0.41,0.44,0.5,0.84,0.71,0.4,0.99,0.45
