,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.67,0.72,0.66,0.69,0.24,0.34,0.7,0.57,0.4,0.29,0.44,0.43,0.48,0.62,0.97,0.46,0.54,0.57,0.18,0.27
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0
cornerstone.csv,0.6,0.55,0.68,0.29,0.32,0.51,0.76,0.66,0.49,0.49,0.98,0.46,0.58,0.61,0.6,0.48,0.7,0.54,0.45,0.42
emeraldemu.csv,0.57,0.56,0.7,0.54,0.48,0.32,0.37,0.98,0.3,0.29,0.48,0.66,0.62,0.58,0.49,0.47,0.54,0.48,0.0,0.24
jahshakafx.csv,1.0,0.36,0.38,0.1,0.22,0.2,0.31,0.46,0.2,0.23,0.26,0.07,0.3,0.34,0.44,0.19,0.78,0.38,0.11,0.21
jaolt.csv,0.77,0.58,0.34,0.68,0.47,0.54,0.73,0.61,0.59,0.62,0.48,0.42,1.0,0.54,0.67,0.57,0.67,0.59,0.59,0.73
kmess.csv,0.6,0.59,0.7,0.52,0.49,0.48,0.53,0.67,0.54,0.62,0.31,0.34,0.34,0.58,0.62,0.99,0.82,0.54,0.41,0.29
maya-work-in-progress.csv,0.78,0.73,0.71,0.66,0.66,0.59,0.56,0.68,0.65,1.0,0.55,0.6,0.63,0.42,0.65,0.5,0.62,0.62,0.6,0.68
mia.csv,0.12,0.34,0.47,0.15,0.05,0.19,0.0,0.38,0.11,0.19,0.48,1.0,0.31,0.42,0.09,0.07,0.0,0.07,0.41,0.19
mp-rechnungs-und-kundenverwaltung.csv,0.2,0.45,0.49,0.29,0.43,0.48,0.51,0.44,0.25,0.14,0.45,0.49,0.22,0.91,0.41,0.48,0.77,0.57,0.19,0.57
novembre.csv,0.39,0.43,0.47,0.2,0.22,0.17,1.0,0.28,0.18,0.15,0.15,0.0,0.29,0.2,0.48,0.29,0.77,0.38,0.18,0.06
ns-3.csv,0.57,0.67,0.71,0.5,0.28,0.99,0.6,0.61,0.52,0.48,0.33,0.56,0.61,0.52,0.63,0.65,0.71,0.56,0.33,0.61
nullc.csv,0.21,0.05,0.05,0.17,1.0,0.3,0.09,0.33,0.27,0.24,0.55,0.05,0.64,0.61,0.05,0.32,0.21,0.32,0.41,0.27
open-beos.csv,0.58,0.64,0.61,0.51,0.46,0.43,0.36,0.62,0.97,0.46,0.58,0.54,0.5,0.61,0.64,0.48,0.74,0.54,0.47,0.5
pixel-commandos.csv,0.11,0.18,0.07,0.1,0.02,0.04,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.11,1.0,0.1,0.04,0.0
plee-the-bear.csv,0.13,0.3,0.9,0.1,0.42,0.48,0.16,0.17,0.37,0.37,0.4,0.13,0.49,0.5,0.27,0.43,0.0,0.41,0.0,0.42
reaper-ecad.csv,0.63,0.15,0.21,0.97,0.28,0.32,0.31,0.45,0.27,0.29,0.51,0.43,0.47,0.2,0.29,0.35,0.0,0.35,0.0,0.49
unladen-swallow.csv,0.28,0.71,0.07,0.05,0.32,0.49,0.37,0.23,0.13,0.19,0.46,0.26,0.26,0.45,0.33,0.37,0.0,0.42,0.0,0.42
xmoto.csv,0.71,0.68,0.66,0.43,0.41,0.52,0.48,0.72,0.57,0.39,0.67,0.6,0.57,0.61,0.68,0.48,0.72,0.98,0.38,0.38
zxing.csv,0.78,0.49,0.45,0.47,0.33,0.48,0.43,0.65,0.09,0.61,0.55,0.44,0.39,0.52,0.57,0.39,0.52,0.32,0.61,0.99
