,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.64,0.45,0.61,0.4,0.51,0.69,1.0,0.98,0.64,0.54,0.74,0.53,0.57,0.68,1.0,0.36,0.76,1.0,0.72,0.68
arcallians.csv,0.61,0.63,0.66,0.38,0.34,0.99,0.99,0.58,0.65,0.6,0.56,0.76,0.74,0.64,0.63,0.7,0.85,0.51,0.51,0.8
arianne.csv,0.4,0.92,1.0,0.87,1.0,0.61,0.97,1.0,0.74,0.95,1.0,1.0,0.97,0.94,0.99,0.72,0.98,0.79,0.83,0.71
aztec.csv,0.81,0.65,0.82,0.65,0.52,0.28,0.69,0.52,0.63,0.61,0.48,0.62,0.79,0.58,0.83,0.79,0.51,0.45,0.5,0.55
biopax.csv,0.68,0.64,0.83,0.54,0.43,0.93,0.96,1.0,0.87,0.69,0.43,0.61,0.97,0.74,1.0,0.24,1.0,0.77,0.73,0.45
bl-toolkit.csv,0.79,0.97,0.38,0.86,1.0,0.98,0.58,1.0,0.8,1.0,1.0,1.0,0.84,0.84,1.0,0.86,0.56,0.6,0.98,0.86
clamav.csv,0.66,0.56,0.68,0.75,0.77,0.95,0.64,0.79,0.5,0.36,0.61,0.64,0.58,0.68,0.66,0.71,0.81,0.56,0.82,0.77
crux-framework.csv,0.73,0.85,0.81,0.85,0.79,0.92,0.88,0.7,0.85,0.62,0.85,0.67,0.82,0.73,0.82,0.96,0.09,0.79,0.88,0.76
gnupdate.csv,0.65,0.86,0.88,0.66,0.83,0.95,0.82,0.88,0.78,0.84,0.27,0.65,0.76,0.69,0.87,0.7,0.57,0.56,0.7,1.0
jmule.csv,0.57,0.7,0.44,0.27,0.53,0.41,0.93,0.99,0.82,0.53,0.46,0.58,0.58,0.61,1.0,0.42,0.87,0.78,0.37,0.22
mbse.csv,0.77,0.79,0.86,1.07,0.88,1.0,0.52,0.45,0.65,0.75,0.74,0.64,0.63,0.72,0.69,0.88,0.5,0.56,0.68,1.0
mplayer-ce.csv,0.6,0.73,0.56,0.83,0.93,0.87,0.99,0.52,0.85,0.75,0.65,0.7,0.7,0.86,0.56,0.63,0.94,0.97,0.79,0.68
ng4j.csv,0.64,0.54,0.55,0.24,0.47,0.75,0.78,0.52,0.66,0.71,0.27,0.66,0.58,0.55,0.65,0.56,0.6,0.51,0.42,0.92
ns-3-dev-def-routing.csv,0.58,0.61,0.48,0.42,0.62,0.52,0.81,0.99,0.61,0.6,0.71,0.77,0.65,0.53,0.94,0.37,0.81,0.66,0.67,0.88
openxava.csv,0.72,0.64,0.88,1.0,0.87,0.87,0.41,0.72,0.6,0.54,0.75,0.64,0.66,0.71,0.74,0.92,0.47,0.73,0.72,0.71
phonon-vlc-mplayer.csv,0.67,0.55,0.39,0.28,0.54,0.79,0.8,0.53,0.5,0.66,0.37,0.67,0.52,0.55,0.64,0.48,0.51,0.51,0.49,0.96
qgis.csv,0.72,0.45,0.9,0.51,0.65,0.96,0.95,1.0,0.63,0.85,1.0,1.0,0.76,0.59,1.0,0.34,0.62,0.7,0.59,1.0
vars-redux.csv,0.62,0.49,0.5,0.55,0.68,0.96,0.92,0.95,0.4,0.49,0.77,0.6,0.57,0.6,0.83,0.45,0.76,0.71,0.48,0.63
xamj.csv,0.78,0.88,0.83,0.91,0.73,0.93,0.64,0.97,0.74,0.71,0.87,0.79,0.55,0.84,0.72,0.74,0.68,0.4,0.9,0.97
yafdotnet.csv,0.63,0.59,0.8,0.7,0.7,0.82,0.58,0.56,0.84,0.76,0.51,0.61,0.39,0.66,0.7,0.76,0.75,0.4,0.57,0.86
