,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.47,0.69,0.72,0.77,0.57,0.33,1.0,1.0,0.94,0.5,0.9,0.71,0.59,0.85,1.0,0.68,1.0,0.98,0.3,0.33
arcallians.csv,0.62,0.74,0.82,0.91,0.8,0.96,1.0,0.55,0.63,0.5,0.45,0.33,0.83,0.76,0.49,0.94,1.0,0.63,0.85,0.21
arianne.csv,0.7,0.94,1.0,0.96,0.98,0.92,0.81,1.0,0.9,0.95,1.0,0.99,0.97,0.94,1.0,0.83,1.0,0.88,0.95,0.83
aztec.csv,0.22,0.57,0.18,0.35,0.7,0.79,0.44,0.68,0.47,0.55,0.6,0.47,0.21,0.5,0.78,0.25,0.67,0.65,0.6,0.46
biopax.csv,0.84,0.82,0.86,0.9,0.8,0.58,0.94,1.0,0.94,0.4,0.85,0.55,0.94,0.87,0.99,0.76,1.0,0.8,0.95,0.71
bl-toolkit.csv,0.75,0.71,0.74,0.48,1.0,0.92,0.69,1.0,0.92,1.0,1.0,0.99,0.92,0.5,1.0,0.38,0.67,0.62,0.95,0.96
clamav.csv,0.56,0.64,0.34,0.54,0.73,0.5,0.69,0.95,0.67,0.7,0.6,0.71,0.67,0.66,0.62,0.35,1.0,0.68,0.4,0.88
crux-framework.csv,0.31,0.19,0.2,0.22,0.27,0.75,0.12,0.31,0.16,0.5,0.7,0.78,0.19,0.34,0.77,0.04,1.0,0.22,0.15,0.25
gnupdate.csv,0.54,0.73,0.12,0.68,0.8,0.92,0.25,0.12,0.9,0.45,0.8,0.54,0.86,0.46,0.14,0.39,0.67,0.59,0.7,1.0
jmule.csv,0.66,0.77,0.7,0.87,0.82,0.62,0.88,1.0,0.96,0.55,0.9,0.62,0.8,0.83,1.0,0.63,1.0,0.96,0.75,0.83
mbse.csv,0.39,0.44,0.14,0.14,0.59,0.46,0.62,0.65,0.78,0.65,0.45,0.71,0.76,0.5,0.43,0.14,0.67,0.56,0.5,0.96
mplayer-ce.csv,0.77,0.88,0.68,0.9,0.91,0.46,0.94,0.6,0.92,0.25,0.9,0.85,0.66,0.88,0.56,0.82,1.0,0.97,0.8,0.83
ng4j.csv,0.42,0.6,0.52,0.86,0.66,0.25,0.38,0.57,0.76,0.3,0.8,0.42,0.79,0.7,0.54,0.44,1.0,0.59,0.7,0.08
ns-3-dev-def-routing.csv,0.54,0.52,0.74,0.62,0.86,0.79,0.38,1.0,0.69,0.6,0.7,0.68,0.65,0.57,0.93,0.65,1.0,0.67,0.6,0.12
openxava.csv,0.34,0.44,0.12,0.04,0.14,0.29,0.81,0.31,0.49,0.7,0.4,0.64,0.38,0.32,0.32,0.08,0.67,0.28,0.35,0.83
phonon-vlc-mplayer.csv,0.34,0.55,0.68,0.78,0.48,0.21,0.5,0.57,0.55,0.35,0.75,0.42,0.68,0.62,0.61,0.52,1.0,0.56,0.55,0.04
qgis.csv,0.39,0.62,0.18,0.86,0.36,0.04,0.94,0.0,0.73,0.15,0.0,0.0,0.57,0.6,0.0,0.69,0.67,0.56,0.5,0.0
vars-redux.csv,0.45,0.56,0.66,0.46,0.34,0.04,1.0,0.97,0.78,0.8,0.55,0.58,0.54,0.52,0.83,0.55,0.33,0.92,0.55,0.38
xamj.csv,0.88,0.64,0.88,0.42,0.73,0.79,0.5,1.0,0.8,0.75,0.45,0.7,0.56,0.7,0.34,0.35,0.67,0.67,0.7,0.96
yafdotnet.csv,0.59,0.6,0.2,0.46,0.64,0.46,0.62,0.46,0.88,0.25,0.5,0.48,0.72,0.59,0.37,0.32,1.0,0.72,0.55,0.96
