,recall,precision,pf,pci_20,ifa,wins
alsa.csv,0.715,0.49,0.41500000000000004,0.485,1.5,12
arcallians.csv,0.75,0.455,0.48,0.54,1.0,13
arianne.csv,0.95,0.405,0.94,0.425,1.5,2
aztec.csv,0.525,0.505,0.305,0.54,0.5,16
biopax.csv,0.855,0.42,0.73,0.46,1.0,6
bl-toolkit.csv,0.92,0.39,0.845,0.425,2.0,1
clamav.csv,0.665,0.49,0.55,0.39,1.0,9
crux-framework.csv,0.26,0.47,0.22999999999999998,0.75,1.5,14
gnupdate.csv,0.63,0.455,0.46,0.525,2.5,7
jmule.csv,0.825,0.495,0.48,0.47,0.0,17
mbse.csv,0.53,0.435,0.505,0.475,4.0,0
mplayer-ce.csv,0.84,0.435,0.68,0.49,2.0,5
ng4j.csv,0.58,0.5,0.3,0.58,0.5,18
ns-3-dev-def-routing.csv,0.66,0.475,0.52,0.505,1.0,11
openxava.csv,0.345,0.5,0.31,0.505,1.5,10
phonon-vlc-mplayer.csv,0.55,0.56,0.245,0.55,0.0,19
qgis.csv,0.445,0.375,0.275,0.6,2.5,4
vars-redux.csv,0.55,0.545,0.345,0.48,1.0,15
xamj.csv,0.7,0.44,0.71,0.45,1.5,3
yafdotnet.csv,0.5700000000000001,0.5,0.395,0.405,2.0,8
