,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.35,0.33,0.55,0.32,0.28,0.17,1.0,0.98,0.64,0.19,0.73,0.44,0.39,0.66,1.0,0.15,0.76,1.0,0.15,0.14
arcallians.csv,0.47,0.57,0.64,0.37,0.28,0.99,0.99,0.36,0.54,0.33,0.13,0.35,0.72,0.59,0.38,0.7,0.85,0.35,0.49,0.1
arianne.csv,0.26,0.92,1.0,0.87,1.0,0.61,0.95,1.0,0.73,0.94,1.0,1.0,0.97,0.94,0.99,0.7,0.98,0.78,0.83,0.69
aztec.csv,0.21,0.49,0.05,0.06,0.42,0.19,0.4,0.41,0.34,0.42,0.27,0.31,0.09,0.3,0.8,0.25,0.39,0.29,0.31,0.1
biopax.csv,0.66,0.61,0.82,0.53,0.38,0.83,0.96,1.0,0.87,0.33,0.41,0.41,0.97,0.73,1.0,0.0,1.0,0.74,0.73,0.34
bl-toolkit.csv,0.75,0.93,0.27,0.69,1.0,0.97,0.49,1.0,0.79,1.0,1.0,1.0,0.83,0.68,1.0,0.6,0.45,0.47,0.98,0.86
clamav.csv,0.49,0.43,0.18,0.59,0.72,0.81,0.56,0.79,0.37,0.19,0.47,0.57,0.47,0.59,0.54,0.3,0.81,0.46,0.56,0.76
crux-framework.csv,0.24,0.27,0.09,0.32,0.3,0.88,0.01,0.12,0.12,0.36,0.79,0.63,0.13,0.31,0.79,0.1,0.09,0.11,0.22,0.1
gnupdate.csv,0.46,0.82,0.05,0.57,0.8,0.94,0.33,0.04,0.78,0.64,0.17,0.45,0.75,0.44,0.11,0.35,0.46,0.38,0.63,1.0
jmule.csv,0.46,0.66,0.32,0.23,0.5,0.18,0.92,0.99,0.82,0.28,0.45,0.44,0.54,0.58,1.0,0.2,0.87,0.78,0.27,0.14
mbse.csv,0.48,0.56,0.05,0.65,0.78,0.84,0.36,0.27,0.61,0.67,0.5,0.57,0.59,0.51,0.4,0.2,0.38,0.35,0.46,1.0
mplayer-ce.csv,0.56,0.72,0.45,0.82,0.92,0.68,0.98,0.34,0.85,0.08,0.64,0.68,0.62,0.85,0.35,0.6,0.94,0.97,0.76,0.66
ng4j.csv,0.27,0.35,0.27,0.19,0.32,0.04,0.46,0.29,0.61,0.11,0.19,0.33,0.54,0.46,0.46,0.0,0.6,0.31,0.29,0.07
ns-3-dev-def-routing.csv,0.35,0.39,0.41,0.19,0.6,0.47,0.52,0.99,0.52,0.44,0.64,0.7,0.55,0.31,0.94,0.1,0.81,0.57,0.54,0.07
openxava.csv,0.29,0.32,0.09,0.29,0.1,0.51,0.36,0.21,0.31,0.44,0.44,0.54,0.22,0.19,0.31,0.1,0.33,0.12,0.31,0.69
phonon-vlc-mplayer.csv,0.13,0.31,0.23,0.18,0.12,0.06,0.63,0.31,0.22,0.14,0.28,0.33,0.41,0.39,0.51,0.0,0.51,0.26,0.2,0.0
qgis.csv,0.38,0.24,0.36,0.48,0.15,0.04,0.95,0.0,0.57,0.06,0.0,0.0,0.63,0.43,0.01,0.15,0.52,0.54,0.31,0.0
vars-redux.csv,0.28,0.22,0.36,0.14,0.18,0.03,0.92,0.95,0.33,0.44,0.63,0.42,0.33,0.36,0.82,0.05,0.36,0.7,0.15,0.07
xamj.csv,0.77,0.81,0.82,0.7,0.68,0.91,0.39,0.97,0.72,0.67,0.67,0.73,0.33,0.78,0.29,0.35,0.59,0.22,0.85,0.97
yafdotnet.csv,0.48,0.43,0.05,0.45,0.6,0.62,0.44,0.15,0.84,0.14,0.12,0.31,0.27,0.51,0.3,0.35,0.75,0.27,0.36,0.86
