,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.34,0.94,0.38,0.37,0.89,0.33,0.64,0.92,0.38,0.44,0.75,0.67,0.48,0.37,0.41,0.44,0.96
bionote.csv,0.89,0.0,0.83,0.75,0.67,0.75,0.89,0.88,0.75,0.86,0.8,0.67,0.89,0.88,0.9,0.67,0.0
bullet.csv,0.38,0.4,0.28,0.31,0.43,0.5,0.41,0.42,0.37,0.36,0.42,0.44,0.39,0.34,0.34,0.37,0.48
dxengine.csv,0.94,0.89,0.73,0.9,0.58,0.69,0.75,0.55,0.75,0.92,0.89,0.67,0.64,0.78,0.63,0.86,0.74
emono.csv,0.96,0.96,0.59,0.42,0.93,0.81,0.78,0.49,0.56,0.73,0.82,0.0,0.71,0.85,0.57,0.58,0.53
findbugs.csv,0.8,0.69,0.65,0.61,0.57,0.58,0.6,0.57,0.85,0.64,0.6,0.53,0.68,0.73,0.64,0.62,0.66
hazelcast.csv,0.3,0.35,0.27,0.27,0.41,0.35,0.37,0.41,0.32,0.3,0.42,0.39,0.37,0.3,0.3,0.3,0.43
jedit.csv,0.49,0.53,0.41,0.38,0.57,0.4,0.47,0.45,0.37,0.44,0.73,0.73,0.46,0.33,0.41,0.46,0.56
jmonkeyengine.csv,0.95,0.86,0.83,0.89,0.83,0.86,0.9,0.93,0.78,0.86,0.92,0.92,0.76,0.91,0.86,0.67,0.89
kolmafia.csv,0.61,0.96,0.47,0.56,0.84,0.44,0.76,0.97,0.38,0.43,0.8,0.92,0.52,0.42,0.43,0.46,0.95
lamp.csv,0.73,0.91,0.88,0.88,0.5,0.5,0.93,0.67,0.91,0.89,0.67,0.0,0.8,0.57,0.83,0.88,0.91
lcfizvtop.csv,0.91,0.56,0.89,0.55,0.78,0.88,0.58,0.46,0.71,0.45,0.61,0.82,0.56,0.5,0.75,0.77,0.88
onotoa.csv,0.43,0.54,0.42,0.34,0.5,0.44,0.54,0.46,0.48,0.39,0.94,0.48,0.36,0.53,0.49,0.54,0.55
openintents.csv,0.62,0.56,0.46,0.52,0.82,0.83,0.92,0.82,0.47,0.71,0.75,0.94,0.83,0.52,0.49,0.6,0.93
qlc.csv,0.97,0.95,0.67,0.67,0.88,0.91,0.94,0.94,0.92,0.89,0.9,0.5,0.86,0.8,0.9,0.88,0.8
triplea.csv,0.48,0.51,0.39,0.4,0.5,0.4,0.67,0.67,0.36,0.53,0.56,0.58,0.5,0.39,0.52,0.5,0.63
