,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.67,0.79,0.64,0.57,0.86,0.4,0.71,0.84,0.88,0.62,0.04,1.0,0.72,0.72,0.75,0.57,0.78
bionote.csv,0.89,0.93,0.81,0.96,0.96,0.93,0.92,1.0,0.74,0.92,0.8,0.91,0.02,0.83,0.83,0.74,0.99
bullet.csv,0.54,0.88,0.88,0.72,0.94,0.53,0.01,0.83,0.72,0.68,0.68,0.61,0.84,0.69,0.86,0.4,0.82
dxengine.csv,0.79,0.86,0.76,0.8,0.04,0.76,0.78,0.65,0.74,0.86,0.89,1.0,0.66,0.79,0.84,0.88,0.82
emono.csv,0.75,0.88,0.76,0.53,0.88,0.82,0.74,0.63,0.65,0.83,0.46,0.91,0.8,0.86,0.82,0.59,0.05
findbugs.csv,0.75,0.63,0.54,0.82,0.87,0.84,0.78,0.7,0.84,0.7,0.8,0.83,0.44,0.68,0.0,0.72,0.64
hazelcast.csv,0.8,0.85,0.86,0.97,1.0,0.0,1.0,0.98,0.9,1.01,0.88,1.0,0.91,0.77,0.89,0.03,1.0
jedit.csv,0.1,0.62,0.5,0.53,0.81,0.55,0.66,0.74,0.6,0.67,0.76,0.65,0.43,0.44,0.64,0.59,0.62
jmonkeyengine.csv,0.77,0.86,0.81,0.99,0.97,0.9,0.93,0.89,0.0,0.94,0.94,0.76,0.44,0.81,0.86,0.95,0.9
kolmafia.csv,0.59,0.87,0.52,0.64,0.82,0.55,0.75,0.94,0.57,0.67,0.75,0.75,0.51,0.03,0.67,0.59,0.83
lamp.csv,0.69,0.21,0.82,0.83,1.0,0.67,0.81,0.94,0.79,0.89,1.0,1.0,0.77,0.64,0.76,0.86,0.92
lcfizvtop.csv,0.73,0.79,0.75,0.59,0.77,0.85,0.66,0.65,0.69,0.69,0.89,0.0,0.43,0.64,0.74,0.78,0.86
onotoa.csv,0.72,0.6,0.64,0.91,0.68,0.68,0.65,0.6,0.72,0.06,0.65,0.55,0.72,0.65,0.62,1.17,0.69
openintents.csv,0.76,0.8,0.74,0.0,0.84,0.79,0.82,0.85,0.76,0.84,0.86,0.68,0.81,0.68,0.68,1.16,0.85
qlc.csv,0.92,0.94,0.97,0.91,0.89,1.09,0.88,0.11,0.8,0.88,1.01,0.91,0.88,0.96,0.83,0.86,0.95
triplea.csv,0.66,0.77,0.05,0.42,0.61,0.36,0.64,0.85,0.66,0.71,0.52,0.65,0.56,0.6,0.66,0.55,0.61
