,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.39,0.38,0.39,0.55,0.4,0.45,0.45,0.38,0.34,0.38,0.42,0.4,0.33,0.35,0.39,0.46,0.5,0.39,0.35,0.35
bl-toolkit.csv,0.42,0.59,0.36,0.92,0.55,0.48,0.64,0.71,0.42,0.48,0.51,0.34,0.48,0.85,0.52,0.8,0.48,0.85,0.35,0.97
capcode.csv,0.91,0.96,0.83,0.88,0.88,0.91,0.94,0.92,0.0,0.89,0.98,0.71,0.5,0.86,0.95,0.0,0.98,0.88,0.98,0.97
gebr.csv,0.35,0.42,0.47,0.53,0.48,0.43,0.49,0.37,0.35,0.59,0.46,0.4,0.36,0.38,0.37,0.55,0.53,0.35,0.37,0.34
gpac.csv,0.71,0.7,0.65,0.88,0.74,0.88,0.9,0.56,0.5,0.48,0.89,0.68,0.53,0.6,0.52,0.64,0.53,0.67,0.5,0.5
gretl.csv,0.39,0.38,0.44,0.55,0.3,0.43,0.43,0.36,0.33,0.36,0.45,0.43,0.36,0.36,0.38,0.43,0.52,0.36,0.37,0.36
kindb.csv,0.35,0.4,0.43,0.64,0.35,0.46,0.42,0.33,0.3,0.37,0.38,0.31,0.31,0.32,0.35,0.34,0.38,0.35,0.35,0.3
kowari.csv,0.9,0.98,0.62,0.95,0.8,0.78,0.95,0.79,0.95,0.93,0.94,0.97,0.8,0.97,0.94,0.94,0.99,0.95,0.99,0.75
libtorrent.csv,0.38,0.39,0.38,0.62,0.39,0.46,0.44,0.41,0.33,0.37,0.42,0.32,0.35,0.37,0.38,0.42,0.51,0.38,0.34,0.32
linuxsh.csv,0.92,0.49,0.91,0.78,0.46,0.49,0.54,0.39,0.54,0.47,0.73,0.63,0.63,0.42,0.38,0.38,0.97,0.43,0.62,0.42
lmms.csv,0.5,0.49,0.47,0.51,0.5,0.63,0.46,0.43,0.45,0.37,0.43,0.49,0.36,0.43,0.64,0.51,0.55,0.45,0.39,0.41
lufa-lib.csv,0.56,0.83,0.77,0.93,0.94,0.7,0.63,0.65,0.87,0.97,0.95,0.9,0.94,0.81,0.52,0.88,0.77,0.68,0.99,0.73
mbse.csv,0.46,0.62,0.82,0.62,0.4,0.61,0.63,0.71,0.47,0.8,0.63,0.57,0.53,0.53,0.57,0.46,0.65,0.54,0.52,0.5
mcmc-jags.csv,0.39,0.48,0.56,0.75,0.9,0.49,0.44,0.48,0.48,0.64,0.55,0.56,0.58,0.5,0.47,0.85,0.7,0.54,0.64,0.4
miranda.csv,0.62,0.42,0.57,0.89,0.46,0.5,0.48,0.38,0.62,0.48,0.59,0.7,0.7,0.37,0.76,0.44,0.98,0.4,0.57,0.4
modellus.csv,0.48,0.56,0.43,0.88,0.59,0.43,0.67,0.63,0.44,0.37,0.49,0.49,0.56,0.74,0.49,0.45,0.55,0.53,0.39,0.52
mplayer-ce.csv,0.68,0.58,0.48,0.6,0.5,0.62,0.63,0.6,0.44,0.58,0.55,0.52,0.67,0.53,0.62,0.37,0.89,0.59,0.6,0.48
nicepress.csv,0.93,0.65,0.86,0.75,0.65,0.75,0.62,0.82,0.89,0.53,0.94,0.64,0.58,0.69,0.93,0.47,0.65,0.48,0.46,0.44
sbml.csv,0.44,0.42,0.61,0.42,0.32,0.55,0.45,0.39,0.46,0.98,0.5,0.52,0.31,0.35,0.41,0.48,0.73,0.41,0.45,0.37
scite-ru.csv,0.42,0.44,0.86,0.48,0.67,0.58,0.44,0.43,0.68,0.7,0.8,0.85,0.38,0.47,0.47,0.5,0.97,0.35,0.82,0.45
