,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,1.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,2.0,1.0
fulguro.csv,0.0,15.0,0.0,20.0,1.0,0.0,16.0,1.0,0.0,0.0
fw4spl.csv,0.0,4.0,0.0,21.0,0.0,2.0,0.0,2.0,2.0,1.0
google-web-toolkit.csv,0.0,119.0,0.0,28.0,2.0,0.0,18.0,0.0,3.0,3.0
jstock.csv,1.0,2.0,0.0,1.0,65.0,1.0,5.0,0.0,0.0,89.0
ldview.csv,0.0,5.0,0.0,21.0,2.0,0.0,32.0,3.0,6.0,1.0
nuttx.csv,1.0,17.0,0.0,1.0,0.0,0.0,11.0,2.0,3.0,6.0
utgb.csv,0.0,77.0,0.0,1.0,0.0,0.0,14.0,3.0,3.0,1.0
vdsf.csv,0.0,0.0,0.0,4.0,2.0,7.0,15.0,2.0,2.0,2.0
xbrlapi.csv,0.0,5.0,0.0,34.0,2.0,1.0,11.0,2.0,2.0,10.0
