,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.73,0.59,0.76,0.05,0.85,0.88,0.92,0.78,0.66,0.64
fulguro.csv,0.74,0.93,0.72,0.96,0.78,0.83,0.89,0.94,0.92,0.0
fw4spl.csv,0.69,0.86,0.71,0.89,0.82,0.85,0.08,0.81,0.8,0.76
google-web-toolkit.csv,0.85,0.79,0.78,0.72,0.72,0.69,0.72,0.02,0.53,0.67
jstock.csv,0.91,0.99,0.97,0.96,1.0,0.76,0.98,0.87,0.0,1.0
ldview.csv,0.86,0.62,0.8,0.92,0.8,0.14,0.8,0.73,0.86,0.67
nuttx.csv,0.77,0.68,0.03,0.67,0.62,0.7,0.58,0.77,0.57,0.79
utgb.csv,0.94,0.74,0.91,0.88,0.04,0.63,0.61,0.89,0.93,0.93
vdsf.csv,0.81,0.14,0.81,0.59,0.9,0.9,0.71,0.79,0.87,0.9
xbrlapi.csv,0.08,0.8,0.81,0.81,0.81,0.69,0.62,0.72,0.45,0.76
