,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.37,0.61,0.33,0.96,0.29,0.17,0.18,0.34,0.42,0.55
fulguro.csv,0.3,0.09,0.49,0.16,0.27,0.22,0.18,0.07,0.1,1.0
fw4spl.csv,0.4,0.18,0.57,0.29,0.24,0.47,0.93,0.26,0.27,0.31
google-web-toolkit.csv,0.4,0.33,0.37,0.48,0.56,0.37,0.34,0.98,0.57,0.47
jstock.csv,0.12,0.01,0.04,0.06,0.0,0.28,0.02,0.17,1.0,0.0
ldview.csv,0.17,0.44,0.5,0.34,0.27,0.88,0.31,0.36,0.18,0.47
nuttx.csv,0.3,0.49,0.99,0.44,0.55,0.37,0.67,0.49,0.61,0.31
utgb.csv,0.09,0.36,0.11,0.15,0.97,0.43,0.48,0.15,0.1,0.11
vdsf.csv,0.51,0.88,0.31,0.6,0.42,0.42,0.43,0.53,0.44,0.35
xbrlapi.csv,0.94,0.53,0.52,0.47,0.32,0.46,0.51,0.46,0.78,0.45
