,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,177.5,98.5,79.5,85.5,97.5
k3b.csv,192.0,98.5,1540.0,685.0,99.0
myfaces.csv,192.0,197.5,79.5,483.0,97.5
robocode.csv,94.5,98.5,700.0,483.5,99.0
zildo.csv,189.0,98.5,544.0,953.0,99.0
