,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.39,0.52,0.4,0.42
jajuk.csv,0.45,0.47,0.43,0.49
vapor.csv,0.96,0.94,0.79,0.85
zorannt.csv,0.98,0.91,0.76,0.64
