,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.64,0.41,0.53,0.46,0.33,0.44,0.36
flexpay.csv,0.81,0.74,0.99,0.92,0.72,0.75,0.5
gabel.csv,0.0,0.0,0.75,0.88,0.0,0.0,0.0
genoviz.csv,0.0,0.67,0.83,0.75,0.5,0.5,0.8
img-browse-sort.csv,0.76,0.93,0.77,0.6,0.9,0.92,0.55
ontomorphtab.csv,0.44,0.41,0.4,0.41,0.32,0.43,0.3
passwordsafe.csv,0.5,0.49,0.44,0.58,0.35,0.62,0.35
