,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,3.0,5.0,3.0,0.0,0.0,117.0
foursquared.csv,2.0,4.0,70.0,0.0,71.0,117.0
ifmo-game-1.csv,3.0,74.0,9.0,0.0,8.0,33.0
micomt.csv,3.0,10.0,26.0,2.0,1.0,82.0
voms.csv,14.0,2.0,22.0,2.0,1.0,66.0
