,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.4,0.56,0.63,0.36,0.58,0.46,0.49,0.38,0.54,0.44,0.39
biopax.csv,0.38,0.49,0.41,0.38,0.34,0.44,0.49,0.3,0.52,0.42,0.41
crux-framework.csv,0.93,0.97,0.99,0.5,0.42,0.94,0.95,0.97,0.75,0.82,0.89
kml.csv,0.39,0.48,0.43,0.39,0.42,0.43,0.49,0.31,0.42,0.42,0.41
les-indemodables.csv,0.41,0.53,0.49,0.41,0.36,0.44,0.51,0.6,0.54,0.4,0.45
metacosm.csv,0.41,0.35,0.39,0.5,0.45,0.48,0.45,0.52,0.62,0.51,0.38
moviesandbox.csv,0.4,0.67,1.0,0.41,0.9,0.49,0.52,0.42,0.65,0.62,0.47
sigil.csv,0.37,0.54,0.74,0.35,0.9,0.43,0.45,0.34,0.66,0.42,0.38
unflobtactical.csv,0.38,0.51,0.49,0.41,0.83,0.45,0.49,0.36,0.59,0.45,0.45
xtreemfs.csv,0.42,0.47,0.47,0.39,0.38,0.47,0.51,0.38,0.57,0.44,0.42
yale.csv,0.7,0.82,0.68,0.49,0.41,0.67,0.72,0.58,0.4,0.63,0.5
