,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.24,0.02,0.93,0.0,0.0,0.03,0.0,0.0,0.0
avisynth2.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
les-indemodables.csv,0.28,0.2,0.2,0.25,0.0,0.45,0.97,0.2,0.21
lportal.csv,0.44,0.24,0.41,0.26,0.0,0.86,0.14,0.1,0.21
mbse.csv,0.56,0.76,0.73,0.95,0.33,0.64,0.22,0.44,0.4
mplayer-ce.csv,0.76,0.85,0.89,0.75,0.67,0.82,0.84,0.82,0.97
simplewebservices.csv,0.36,0.33,0.25,0.88,1.0,0.59,0.86,0.97,0.79
vapor.csv,0.76,0.15,0.11,0.11,0.0,0.58,0.27,0.24,0.12
zscreen.csv,0.52,1.0,0.75,0.25,0.67,0.62,0.62,0.57,0.27
