,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.57,0.25,0.2,0.78,0.44,0.71,0.19
jnode.csv,0.03,0.81,0.07,0.12,0.06,0.04,0.0
mcmc-jags.csv,0.95,1.0,0.73,0.63,0.83,0.92,0.85
metacosm.csv,0.13,0.44,0.47,0.04,0.12,0.21,0.67
miranda-icq.csv,0.55,0.44,0.8,0.29,0.6,0.42,0.7
quarkplusplus.csv,0.58,0.38,0.67,0.08,0.1,0.67,0.89
selenium.csv,0.68,0.38,0.47,0.35,0.56,0.46,0.93
