,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.53,0.71,0.89,0.64,0.84,0.64,0.89
jnode.csv,0.75,0.8,0.83,0.88,0.83,0.8,0.0
mcmc-jags.csv,0.43,0.39,0.59,0.41,0.39,0.56,0.41
metacosm.csv,0.92,0.58,0.86,0.86,0.95,0.62,0.42
miranda-icq.csv,0.57,0.49,0.62,0.55,0.57,0.41,0.44
quarkplusplus.csv,0.54,0.61,0.82,0.89,0.95,0.55,0.43
selenium.csv,0.42,0.47,0.5,0.49,0.41,0.39,0.36
