,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.5,0.03,0.17,0.76,0.27,0.39,0.56
jnode.csv,0.5,0.14,0.17,0.75,0.5,0.2,0.0
mcmc-jags.csv,0.54,0.04,0.65,0.46,0.27,0.51,0.5
metacosm.csv,0.67,0.05,1.0,0.29,0.29,0.62,0.69
miranda-icq.csv,0.62,0.03,0.46,0.42,0.46,0.59,0.46
quarkplusplus.csv,0.56,0.03,0.59,0.44,0.26,0.55,0.55
selenium.csv,0.69,0.04,0.58,0.49,0.32,0.61,0.53
