,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.63,0.39,0.36,0.24,0.41,0.84,0.13
jnode.csv,0.04,0.2,0.12,0.04,0.02,0.12,0.0
mcmc-jags.csv,0.91,1.0,0.14,0.73,0.76,0.66,0.74
metacosm.csv,0.07,0.34,0.0,0.1,0.1,0.09,0.26
miranda-icq.csv,0.37,0.62,0.33,0.37,0.24,0.22,0.71
quarkplusplus.csv,0.52,0.54,0.17,0.1,0.09,0.41,0.65
selenium.csv,0.33,0.4,0.12,0.35,0.41,0.22,0.71
