,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.76,0.85,0.88,0.33,0.69,0.89,0.82
jnode.csv,0.97,0.27,0.94,0.88,0.94,0.97,1.0
mcmc-jags.csv,0.91,1.0,0.3,0.81,0.78,0.66,0.76
metacosm.csv,0.87,0.66,0.53,0.96,0.89,0.8,0.42
miranda-icq.csv,0.58,0.83,0.39,0.81,0.47,0.62,0.77
quarkplusplus.csv,0.67,0.82,0.37,0.92,0.91,0.53,0.65
selenium.csv,0.46,0.74,0.55,0.74,0.6,0.58,0.71
