,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.53,0.05,0.18,0.77,0.34,0.5,0.28
jnode.csv,0.06,0.24,0.1,0.21,0.1,0.07,0.0
mcmc-jags.csv,0.69,0.07,0.69,0.53,0.41,0.66,0.63
metacosm.csv,0.22,0.09,0.64,0.07,0.16,0.31,0.68
miranda-icq.csv,0.58,0.05,0.59,0.34,0.52,0.49,0.56
quarkplusplus.csv,0.57,0.05,0.62,0.14,0.14,0.6,0.68
selenium.csv,0.69,0.07,0.52,0.4,0.41,0.52,0.68
