,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,273.5,99.0,99.0,195.0,188.0,1876.5,432.0,184.0,99.0,1055.5,923.0,96.5
ctrlr.csv,466.0,0.0,72.5,1032.0,86.5,282.0,99.0,456.0,99.0,979.5,88.5,93.5
dvt.csv,1142.5,198.0,56.5,96.5,183.0,449.5,99.0,539.5,198.0,834.5,558.0,127.0
flylinkdc.csv,272.5,99.0,99.0,690.0,91.5,1600.5,961.5,369.0,87.5,1097.5,741.5,192.0
free-evolution.csv,1424.0,99.0,99.0,96.5,283.5,2267.0,99.0,97.5,197.5,843.5,751.0,195.0
fw4spl.csv,761.5,198.0,97.5,561.5,483.5,1019.0,612.0,89.5,99.0,1025.0,654.0,96.5
ipfire-wall.csv,276.5,99.0,92.5,326.0,80.0,308.0,333.0,97.5,62.5,375.0,222.5,87.5
ldview.csv,1139.5,99.0,98.5,751.5,188.0,2868.5,244.5,97.5,98.5,594.5,560.5,195.0
nuttx.csv,270.5,82.5,99.0,277.5,188.0,745.0,233.5,184.0,98.5,1278.5,941.5,192.0
uclmda.csv,856.0,572.0,86.5,155.0,86.5,466.5,99.0,545.5,99.0,451.5,372.0,94.5
vdsf.csv,943.5,198.0,98.5,591.5,86.5,1996.5,99.0,97.5,99.0,2166.0,1315.0,193.0
xcf.csv,846.0,99.0,98.5,195.0,188.0,1299.0,525.0,97.5,98.5,1390.5,462.5,96.5
