,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.83,0.82,0.76,0.0,0.54,0.94,0.87,0.78,0.66,0.69,0.76,0.84,0.88,0.72,0.79
aufs.csv,0.7,0.68,0.79,0.65,0.78,0.56,0.79,0.7,0.08,0.87,0.55,0.76,0.9,0.65,0.79
bulmages.csv,0.97,0.84,0.82,0.81,0.86,0.94,0.97,0.95,1.0,0.05,0.68,0.98,0.57,1.0,1.0
coot.csv,0.75,0.73,0.67,0.69,0.65,0.78,0.79,0.63,0.71,0.62,0.6,0.79,0.0,0.84,0.65
emono.csv,0.82,0.89,0.81,0.84,0.85,0.76,0.63,0.71,0.94,0.86,0.86,0.81,0.72,0.77,0.03
extprosys.csv,0.58,0.09,0.97,0.8,0.94,0.88,0.97,0.86,0.81,0.82,0.89,0.91,0.85,0.85,0.71
freelords.csv,0.91,0.98,0.74,0.62,0.82,0.8,0.04,0.91,0.96,0.76,0.82,0.71,0.87,0.85,1.0
jnode.csv,0.81,1.0,0.89,1.04,0.97,0.0,0.97,1.0,1.0,0.87,1.0,0.95,0.95,0.95,0.94
jruby.csv,0.87,0.87,0.87,0.9,0.63,0.78,0.66,0.58,0.7,0.83,0.62,0.78,0.93,0.05,0.69
jsecurity.csv,0.69,0.68,0.65,0.87,0.08,0.68,0.76,0.65,0.66,0.54,0.69,0.86,0.72,0.74,0.7
matrex.csv,0.67,0.98,0.9,0.89,0.83,0.62,0.79,0.67,0.58,0.96,0.06,0.62,0.91,0.82,0.91
officefloor.csv,1.0,0.87,0.74,0.56,0.95,0.9,0.84,0.21,0.94,0.79,0.9,0.89,0.82,0.88,0.98
projectfactory.csv,0.64,0.83,0.86,0.84,0.55,0.64,0.7,0.7,0.37,1.01,0.78,0.03,0.93,1.04,0.79
taverna.csv,0.83,0.86,0.0,0.9,0.9,0.88,0.77,0.86,1.0,0.57,0.69,0.74,0.74,0.91,0.81
vxl.csv,0.11,0.87,0.62,0.88,0.97,0.89,0.78,0.92,0.82,0.76,1.01,0.73,0.84,0.86,0.81
