,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.29,0.24,0.42,1.0,0.38,0.04,0.58,0.05,0.44,0.32,0.45,0.47,0.64,0.65,0.6
aufs.csv,0.35,0.4,0.35,0.58,0.26,0.11,0.36,0.06,0.96,0.17,0.58,0.41,0.19,0.61,0.35
bulmages.csv,0.05,0.22,0.29,0.42,0.18,0.04,0.09,0.03,0.0,0.95,0.45,0.05,0.6,0.0,0.0
coot.csv,0.3,0.32,0.4,0.58,0.31,0.06,0.43,0.06,0.36,0.34,0.58,0.33,1.0,0.31,0.54
emono.csv,0.33,0.44,0.29,0.8,0.3,0.06,0.55,0.06,0.46,0.36,0.59,0.61,0.51,0.82,0.99
extprosys.csv,0.42,0.94,0.49,0.77,0.29,0.06,0.82,0.06,0.42,0.21,0.64,0.63,0.29,0.89,0.46
freelords.csv,0.41,0.43,0.53,0.65,0.33,0.07,0.99,0.05,0.45,0.34,0.63,0.53,0.67,0.89,0.79
jnode.csv,0.24,0.0,0.18,0.0,0.05,1.0,0.07,0.0,0.0,0.18,0.0,0.1,0.09,0.09,0.11
jruby.csv,0.38,0.19,0.22,0.59,0.34,0.08,0.51,0.08,0.54,0.22,0.52,0.53,0.13,1.0,0.51
jsecurity.csv,0.35,0.37,0.42,0.23,0.95,0.08,0.47,0.08,0.4,0.41,0.44,0.24,0.51,0.51,0.59
matrex.csv,0.39,0.03,0.17,0.3,0.22,0.11,0.35,0.13,0.52,0.06,0.97,0.51,0.17,0.32,0.19
officefloor.csv,0.0,0.44,0.42,0.77,0.09,0.04,0.27,0.82,0.49,0.36,0.44,0.57,0.68,0.8,0.78
projectfactory.csv,0.37,0.23,0.21,0.27,0.46,0.11,0.63,0.07,0.64,0.0,0.38,0.99,0.13,0.45,0.42
taverna.csv,0.22,0.21,1.0,0.19,0.13,0.06,0.38,0.03,0.0,0.41,0.44,0.42,0.41,0.18,0.34
vxl.csv,0.94,0.18,0.46,0.7,0.06,0.04,0.62,0.02,0.38,0.24,0.04,0.45,0.41,0.39,0.41
