,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.0,6.0,3.0,0.0,21.0,142.0,1.0,145.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0
aufs.csv,0.0,1.0,7.0,0.0,9.0,15.0,1.0,309.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
bulmages.csv,1.0,1.0,0.0,2.0,3.0,2.0,3.0,87.0,116.0,0.0,1.0,1.0,2.0,144.0,121.0
coot.csv,1.0,11.0,1.0,0.0,13.0,18.0,0.0,35.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0
emono.csv,0.0,2.0,3.0,0.0,9.0,109.0,0.0,180.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
extprosys.csv,1.0,1.0,2.0,1.0,11.0,1.0,1.0,308.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0
freelords.csv,0.0,2.0,0.0,0.0,8.0,0.0,0.0,257.0,4.0,0.0,9.0,3.0,2.0,0.0,0.0
jnode.csv,1.0,186.0,0.0,61.0,0.0,0.0,3.0,1376.0,116.0,2.0,147.0,1.0,1.0,0.0,3.0
jruby.csv,0.0,3.0,0.0,1.0,28.0,9.0,0.0,40.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0
jsecurity.csv,0.0,3.0,1.0,0.0,0.0,14.0,1.0,112.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
matrex.csv,0.0,6.0,0.0,2.0,5.0,26.0,0.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
officefloor.csv,150.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
projectfactory.csv,0.0,0.0,7.0,0.0,0.0,17.0,1.0,75.0,0.0,100.0,3.0,0.0,1.0,0.0,2.0
taverna.csv,1.0,0.0,0.0,0.0,5.0,23.0,0.0,112.0,116.0,0.0,4.0,0.0,2.0,0.0,0.0
vxl.csv,0.0,1.0,3.0,1.0,5.0,0.0,1.0,247.0,5.0,3.0,20.0,2.0,1.0,0.0,0.0
