,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.55,0.79,0.54,0.41,0.53,0.51,0.63,0.8,0.69,0.39,0.56,0.55,0.48,0.59,0.58
aufs.csv,0.46,0.76,0.48,0.43,0.8,0.49,0.73,0.54,0.68,0.93,0.5,0.5,0.92,0.47,0.79
bulmages.csv,0.75,0.87,0.86,0.5,0.96,0.97,0.89,0.99,0.0,0.86,0.72,0.75,0.46,0.0,0.0
coot.csv,0.83,0.74,0.68,0.41,0.5,0.54,0.78,0.51,0.43,0.51,0.47,0.64,0.53,0.79,0.6
emono.csv,0.55,0.52,0.72,0.35,0.54,0.52,0.63,0.49,0.54,0.48,0.42,0.42,0.62,0.55,0.54
extprosys.csv,0.65,0.76,0.41,0.4,0.51,0.47,0.41,0.5,0.6,0.8,0.39,0.41,0.95,0.5,0.74
freelords.csv,0.44,0.48,0.4,0.42,0.45,0.41,0.43,0.45,0.5,0.42,0.36,0.46,0.43,0.45,0.43
jnode.csv,0.81,0.75,0.83,0.8,0.0,0.94,0.86,0.67,0.75,0.92,0.0,0.67,0.67,0.86,0.89
jruby.csv,0.43,0.97,0.59,0.37,0.47,0.42,0.65,0.39,0.43,0.6,0.52,0.47,0.86,0.49,0.85
jsecurity.csv,0.59,0.63,0.63,0.88,0.86,0.56,0.74,0.59,0.47,0.46,0.7,0.75,0.56,0.52,0.52
matrex.csv,0.43,0.89,0.89,0.69,0.96,0.61,0.74,0.99,0.6,0.92,0.47,0.65,0.88,0.77,0.94
officefloor.csv,0.67,0.53,0.63,0.48,0.86,0.99,0.94,0.97,0.52,0.46,0.55,0.46,0.47,0.58,0.44
projectfactory.csv,0.55,0.91,0.85,0.88,0.78,0.48,0.53,0.73,0.4,0.9,0.63,0.61,0.86,0.66,0.7
taverna.csv,0.89,0.96,0.74,0.88,0.95,0.98,0.88,0.86,0.0,0.75,0.76,0.58,0.71,0.94,0.97
vxl.csv,0.91,0.97,0.68,0.4,0.98,0.99,0.63,1.0,0.72,0.95,0.96,0.7,0.74,0.78,0.86
