,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.62,0.16,0.76,0.95
freelords.csv,0.5,0.15,0.86,0.97
jfreereport.csv,0.29,0.26,0.84,0.97
super-tux.csv,0.46,0.19,0.74,1.0
