,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.35,0.59,0.54,0.8
freelords.csv,0.58,0.83,0.29,0.4
jfreereport.csv,0.16,0.19,0.11,0.2
super-tux.csv,0.84,0.32,0.32,0.0
